,id,response,cand,question,knowledge,knowledge_ans,score
137,62,"i ' ve never heard of that , but i do know that coca cola is owned by pepsico .",coca cola,What brand is owned by pepsico?,"The Coca-Cola Company produces concentrate, which is then sold to licensed Coca-Cola bottlers throughout the world.",[CLS],0.0
138,62,"i ' ve never heard of that , but i do know that coca cola is owned by pepsico .",pepsico,Who owns coca cola?,"The Coca-Cola Company produces concentrate, which is then sold to licensed Coca-Cola bottlers throughout the world.",coca-cola company,0.0
139,63,"i ' m not sure , but miami is the most populous urban area in the us .",miami,What is the most populous urban area in the US?,The Miami metropolitan area is Florida's most populous urban area.,[CLS],0.0
140,63,"i ' m not sure , but miami is the most populous urban area in the us .",the us,Miami is the most populous urban area in what country?,The Miami metropolitan area is Florida's most populous urban area.,florida,0.0
141,64,he was also ranked as the greatest novelist of all time .,he,Who was also ranked as the greatest novelist of all time?,"In 2002, Hawking was ranked number 25 in the BBC's poll of the 100 Greatest Britons.",[CLS],0.0
142,64,he was also ranked as the greatest novelist of all time .,the greatest novelist,What was he ranked as of all time?,"In 2002, Hawking was ranked number 25 in the BBC's poll of the 100 Greatest Britons.",[CLS],0.0
143,64,he was also ranked as the greatest novelist of all time .,all time,He was ranked as the greatest novelist of what time?,"In 2002, Hawking was ranked number 25 in the BBC's poll of the 100 Greatest Britons.",2002,0.0
144,65,do you have a german shepherd ? they are medium sized dogs from germany .,germany,Where are german shepherds from?,"The Boxer is a medium-sized, short-haired breed of dog, developed in Germany.",[CLS],0.0
145,66,i ' m not sure but i do know that cheesecake is one of the layers of dessert .,cheesecake,What is one of the layers of dessert?,Cheesecake is a sweet dessert consisting of one or more layers.,[CLS],0.0
146,66,i ' m not sure but i do know that cheesecake is one of the layers of dessert .,dessert,What is cheesecake one of the layers of?,Cheesecake is a sweet dessert consisting of one or more layers.,cheesecake,0.0
147,67,"they have released three studio albums , "" radioactive "" , and "" meteora "" .",three,How many studio albums have they released?,"The band achieved commercial success with the release of five studio albums, three of which debuted at number one on the ""Billboard"" 200.",five,0.0
148,67,"they have released three studio albums , "" radioactive "" , and "" meteora "" .",""" meteora",What is the name of the band's third album?,"The band achieved commercial success with the release of five studio albums, three of which debuted at number one on the ""Billboard"" 200.",[CLS],0.0
149,68,"i ' m not sure , but i do know it ' s called biscuits in the united states .",the united states,In what country is biscuits sold?,"In the United States and some parts of Canada, ""pudding"" characteristically denotes a sweet milk-based dessert similar in consistency to egg-based custards, instant custards or a mousse, often commercially set using cornstarch, gelatin or similar collagen agent such as the Jell‑O brand line of products.",united states,1.0
150,69,he is a great rapper . he was an english singer and songwriter .,english,In what language was he a singer?,"Robert Nesta Marley, OM (6 February 1945 – 11 May 1981) was a Jamaican singer-songwriter who became an international musical and cultural icon, blending mostly reggae, ska and rocksteady in his compositions.",jamaican,0.0
151,69,he is a great rapper . he was an english singer and songwriter .,he,Who is a great rapper?,"Robert Nesta Marley, OM (6 February 1945 – 11 May 1981) was a Jamaican singer-songwriter who became an international musical and cultural icon, blending mostly reggae, ska and rocksteady in his compositions.",[CLS],0.0
152,69,he is a great rapper . he was an english singer and songwriter .,an english singer,What was he a songwriter?,"Robert Nesta Marley, OM (6 February 1945 – 11 May 1981) was a Jamaican singer-songwriter who became an international musical and cultural icon, blending mostly reggae, ska and rocksteady in his compositions.",singer-songwriter,0.0
153,69,he is a great rapper . he was an english singer and songwriter .,songwriter,"Along with being a singer, what else was he known for?","Robert Nesta Marley, OM (6 February 1945 – 11 May 1981) was a Jamaican singer-songwriter who became an international musical and cultural icon, blending mostly reggae, ska and rocksteady in his compositions.",international musical and cultural icon,0.0
154,70,"i ' m not sure , but i do know that kayaks were used in egyptian tombs .",kayaks,What was used in egyptian tombs?,"They used driftwood and sometimes the skeleton of whale, to construct the frame of the kayak, and animal skin, particularly seal skin was used to create the body.",[CLS],0.0
155,70,"i ' m not sure , but i do know that kayaks were used in egyptian tombs .",egyptian tombs,Where were kayaks used?,"They used driftwood and sometimes the skeleton of whale, to construct the frame of the kayak, and animal skin, particularly seal skin was used to create the body.",[CLS],0.0
156,71,"i ' m not sure , but the pembroke welsh corgi is the cardigan .",the pembroke welsh corgi,What is the cardigan called?,Two separate breeds are recognized: the Pembroke Welsh Corgi and the Cardigan Welsh Corgi.,cardigan welsh corgi,0.6666666666666666
157,71,"i ' m not sure , but the pembroke welsh corgi is the cardigan .",the cardigan,What is the pembroke welsh corgi?,Two separate breeds are recognized: the Pembroke Welsh Corgi and the Cardigan Welsh Corgi.,breeds,0.0
158,72,they are the second most popular dog in 2014 .,second,Where do dogs rank in popularity in 2014?,"In 2014, they were the fourth most popular registered dog in the United Kingdom and in the U.S. the sixth most popular AKC registered dog breed.",sixth,0.0
159,72,they are the second most popular dog in 2014 .,2014,In what year were dogs the second most popular?,"In 2014, they were the fourth most popular registered dog in the United Kingdom and in the U.S. the sixth most popular AKC registered dog breed.",[CLS],0.0
160,72,they are the second most popular dog in 2014 .,they,What is the second most popular dog in 2014?,"In 2014, they were the fourth most popular registered dog in the United Kingdom and in the U.S. the sixth most popular AKC registered dog breed.",[CLS],0.0
161,73,they are a cross between england and ratters .,they,What is a cross between england and ratters?,Frenchies were the result in the 1800s of a cross between bulldog ancestors imported from England and local ratters in Paris (France).,[CLS],0.0
162,73,they are a cross between england and ratters .,england,What country is a cross between ratters and?,Frenchies were the result in the 1800s of a cross between bulldog ancestors imported from England and local ratters in Paris (France).,[CLS],0.0
163,73,they are a cross between england and ratters .,ratters,What animal is a cross between england and?,Frenchies were the result in the 1800s of a cross between bulldog ancestors imported from England and local ratters in Paris (France).,[CLS],0.0
164,74,"i ' m not sure , but i do know that it ' s often used to be restricted to the treatment of animals .",NO_Q,NO_Q,"In many cases, the activities that may be undertaken by a veterinarian (such as treatment of illness or surgery in animals) are restricted only to those professionals who are registered as a veterinarian.",NO_Q,-1.0
165,75,"i ' m not sure , but i do know that the illusion of the earth has been around since the 15th century .",the 15th century,Since when has the illusion of the earth been around?,"The illusion of a moving Sun results from Earth observers being in a rotating reference frame; this apparent motion is so convincing that most cultures had mythologies and religions built around the geocentric model, which prevailed until astronomer Nicolaus Copernicus first formulated the heliocentric model in the 16th century.",[CLS],0.0
166,75,"i ' m not sure , but i do know that the illusion of the earth has been around since the 15th century .",the illusion,What is the existence of the earth?,"The illusion of a moving Sun results from Earth observers being in a rotating reference frame; this apparent motion is so convincing that most cultures had mythologies and religions built around the geocentric model, which prevailed until astronomer Nicolaus Copernicus first formulated the heliocentric model in the 16th century.",[CLS],0.0
167,75,"i ' m not sure , but i do know that the illusion of the earth has been around since the 15th century .",the earth,What is the illusion of?,"The illusion of a moving Sun results from Earth observers being in a rotating reference frame; this apparent motion is so convincing that most cultures had mythologies and religions built around the geocentric model, which prevailed until astronomer Nicolaus Copernicus first formulated the heliocentric model in the 16th century.",a moving sun,0.0
168,76,"i ' m not sure , but i do know that dust cells are largely found in human life .",dust cells,What are largely found in human life?,"Dust mites are microscopic arachnids whose primary food is dead human skin cells, but they do not live on living people.",[CLS],0.0
169,76,"i ' m not sure , but i do know that dust cells are largely found in human life .",human life,Dust cells are found in what?,"Dust mites are microscopic arachnids whose primary food is dead human skin cells, but they do not live on living people.",[CLS],0.0
170,77,"i ' m not sure , but walmart is also owned by brazil and chile .",brazil,"Along with chile, what country owns walmart?","It has wholly owned operations in Argentina, Chile, Brazil, and Canada.",argentina,0.0
171,77,"i ' m not sure , but walmart is also owned by brazil and chile .",walmart,What store is owned by brazil and chile?,"It has wholly owned operations in Argentina, Chile, Brazil, and Canada.",[CLS],0.0
172,77,"i ' m not sure , but walmart is also owned by brazil and chile .",chile,Walmart is owned by brazil and what other country?,"It has wholly owned operations in Argentina, Chile, Brazil, and Canada.",[CLS],0.0
173,78,"i ' m not sure , but i do know that they experimented with several styles of rock and roll .",NO_Q,NO_Q,"Rooted in skiffle, beat and 1950s rock and roll, the Beatles later experimented with several musical styles, ranging from pop ballads and Indian music to psychedelia and hard rock, often incorporating classical elements and unconventional recording techniques in innovative ways.",NO_Q,-1.0
174,79,it ' s a great place to visit . greece is the highest mountain in greece .,greece,What is the highest mountain in Greece?,"Eighty percent of Greece is mountainous, with Mount Olympus being the highest peak at .",mount olympus,0.0
175,79,it ' s a great place to visit . greece is the highest mountain in greece .,greece,What is the highest mountain in Greece?,"Eighty percent of Greece is mountainous, with Mount Olympus being the highest peak at .",mount olympus,0.0
176,80,have you ever played the lord of the rings ? it ' s a fictional humanoid creature .,the rings,Who is the lord of?,An orc (also spelled as ork) is a fictional humanoid creature that is part of a fantasy race akin to goblins.,[CLS],0.0
177,80,have you ever played the lord of the rings ? it ' s a fictional humanoid creature .,a fictional humanoid creature,What is the lord of the rings?,An orc (also spelled as ork) is a fictional humanoid creature that is part of a fantasy race akin to goblins.,[CLS],0.0
178,81,"i am not sure , but i do know that orcs are based on the lord of the rings .",orcs,Who is based on the lord of the rings?,"While the overall concept of orcs draws on a variety of pre-existing mythology, the main conception of the creatures stems from the fantasy writings of J. R. R. Tolkien, in particular ""The Lord of the Rings"".",[CLS],0.0
179,81,"i am not sure , but i do know that orcs are based on the lord of the rings .",the rings,Who is the lord of?,"While the overall concept of orcs draws on a variety of pre-existing mythology, the main conception of the creatures stems from the fantasy writings of J. R. R. Tolkien, in particular ""The Lord of the Rings"".",[CLS],0.0
180,82,"i am not sure , but i do know that jesus was born in december 1989",december 1989,When was jesus born?,"Although the month and date of Jesus' birth are unknown, by the early-to-mid fourth century the Western Christian Church had placed Christmas on December 25, a date that was later adopted in the East.",,0.0
181,82,"i am not sure , but i do know that jesus was born in december 1989",jesus,Who was born in december 1989?,"Although the month and date of Jesus' birth are unknown, by the early-to-mid fourth century the Western Christian Church had placed Christmas on December 25, a date that was later adopted in the East.",[CLS],0.0
182,82,"i am not sure , but i do know that jesus was born in december 1989",december,In what month was jesus born?,"Although the month and date of Jesus' birth are unknown, by the early-to-mid fourth century the Western Christian Church had placed Christmas on December 25, a date that was later adopted in the East.",[CLS],0.0
183,83,"yes , it is the tallest tower in the world .",the world,It is the tallest tower in what world?,"The tower is tall, about the same height as an 81- building, and the tallest structure in Paris.",[CLS],0.0
184,84,i have a pet iguana . they range in size from chameleons to a few centimeters long .,size,What do iguanas vary in?,Lizards range in size from chameleons and geckos a few centimeters long to the 3 meter long Komodo dragon.,size,1.0
185,84,i have a pet iguana . they range in size from chameleons to a few centimeters long .,chameleons,What are iguanas called?,Lizards range in size from chameleons and geckos a few centimeters long to the 3 meter long Komodo dragon.,chameleons and geckos,0.5
186,85,it ' s a chemical substance that ' s used for food .,it,What is a chemical substance that is used for food?,"Botulinum toxin (BTX) is a neurotoxic protein produced by the bacterium ""Clostridium botulinum"" and related species.",botulinum toxin,0.0
187,85,it ' s a chemical substance that ' s used for food .,a chemical substance,What is a substance that is used for food?,"Botulinum toxin (BTX) is a neurotoxic protein produced by the bacterium ""Clostridium botulinum"" and related species.",[CLS],0.0
188,85,it ' s a chemical substance that ' s used for food .,food,What is a chemical substance used for?,"Botulinum toxin (BTX) is a neurotoxic protein produced by the bacterium ""Clostridium botulinum"" and related species.",,0.0
189,86,"no i haven ' t , but i do know that jeopardy has been around since the 1920s .",the 1920s,Since when has jeopardy been around?,"Since its inception, the daily syndicated version has featured Alex Trebek as host and Johnny Gilbert as announcer.",since its inception,0.0
190,86,"no i haven ' t , but i do know that jeopardy has been around since the 1920s .",jeopardy,What game has been around since the 1920s?,"Since its inception, the daily syndicated version has featured Alex Trebek as host and Johnny Gilbert as announcer.",[CLS],0.0
191,87,"i ' m not sure , but i do know that the city of new york is located in the french city of texas .",new york,What city is located in texas?,"Syracuse was named after the original Greek city Syracuse (Siracusa in Italian), a city on the eastern coast of the Italian island of Sicily.",[CLS],0.0
192,87,"i ' m not sure , but i do know that the city of new york is located in the french city of texas .",french,What language is texas?,"Syracuse was named after the original Greek city Syracuse (Siracusa in Italian), a city on the eastern coast of the Italian island of Sicily.",[CLS],0.0
193,87,"i ' m not sure , but i do know that the city of new york is located in the french city of texas .",texas,New york is located in what french city?,"Syracuse was named after the original Greek city Syracuse (Siracusa in Italian), a city on the eastern coast of the Italian island of Sicily.",[CLS],0.0
194,87,"i ' m not sure , but i do know that the city of new york is located in the french city of texas .",the french city,In what city is the city of new york located?,"Syracuse was named after the original Greek city Syracuse (Siracusa in Italian), a city on the eastern coast of the Italian island of Sicily.",[CLS],0.0
195,88,new york city is the fourth most visited city in the us .,new york city,What is the fourth most visited city in the US?,"In 2010, ""Forbes"" rated Syracuse fourth in the top 10 places in the U.S. to raise a family.",syracuse,0.0
196,88,new york city is the fourth most visited city in the us .,fourth,Where does new york city rank among the most visited cities in the US?,"In 2010, ""Forbes"" rated Syracuse fourth in the top 10 places in the U.S. to raise a family.",[CLS],0.0
197,88,new york city is the fourth most visited city in the us .,the us,New york city is the fourth most visited city in what country?,"In 2010, ""Forbes"" rated Syracuse fourth in the top 10 places in the U.S. to raise a family.",[CLS],0.0
198,89,well the plant was exported from africa to africa .,africa,Where was the plant exported to?,The plant was exported from Africa to countries around the world.,countries around the world,0.0
199,89,well the plant was exported from africa to africa .,africa,Where was the plant exported to?,The plant was exported from Africa to countries around the world.,countries around the world,0.0
200,89,well the plant was exported from africa to africa .,the plant,What was exported from africa to africa?,The plant was exported from Africa to countries around the world.,[CLS],0.0
201,90,that ' s awesome ! i ' ve been working on the clock for 10 hours .,the clock,What has been working on for 10 hours?,"Shift work is an employment practice designed to make use of, or provide service across, all 24 hours of the clock each day of the week (often abbreviated as ""24/7"").",[CLS],0.0
202,91,"i ' m not sure , but i do know that it ' s named after the royal company .",the royal company,Who is it named after?,The company is named after its founder Thomas Lipton.,thomas lipton,0.0
203,92,"i ' m not sure , but i do know that it originated in michigan .",michigan,Where did it originate?,"Lipton was born in a tenement in Crown Street, Glasgow on 10 May 1848.",glasgow,0.0
204,93,that ' s true . divorce is also known as a dissolution of divorce .,divorce,What is also known as a dissolution of divorce?,A person must state the reason they want a divorce at a divorce trial and be able to prove that this reason is well-founded.,[CLS],0.0
205,94,"i ' ve never heard of them , but i do know that snakes have eyelids and external ears .",snakes,What animal has eyelids and external ears?,"Legless lizards resemble snakes, but several common groups of legless lizards have eyelids and external ears, which snakes lack, although this rule is not universal (see Amphisbaenia, Dibamidae, and Pygopodidae).",legless lizards,0.0
206,94,"i ' ve never heard of them , but i do know that snakes have eyelids and external ears .",eyelids,"Along with external ears, what do snakes have?","Legless lizards resemble snakes, but several common groups of legless lizards have eyelids and external ears, which snakes lack, although this rule is not universal (see Amphisbaenia, Dibamidae, and Pygopodidae).",[CLS],0.0
207,94,"i ' ve never heard of them , but i do know that snakes have eyelids and external ears .",external ears,"Along with eyelids, what do snakes have?","Legless lizards resemble snakes, but several common groups of legless lizards have eyelids and external ears, which snakes lack, although this rule is not universal (see Amphisbaenia, Dibamidae, and Pygopodidae).",[CLS],0.0
208,95,"i ' m not sure , but i do know that it ' s a part of the irish ancestry .",NO_Q,NO_Q,"Presbyterianism is a part of the Reformed tradition within Protestantism which traces its origins to the British Isles, particularly Scotland.",NO_Q,-1.0
209,96,"i am not sure but i do know that the term "" slave "" originated in 1845 in augusta , georgia .",1845,"When did the term ""slave"" originate?","The word ""Southern"" in Southern Baptist Convention stems from it having been organized in 1845 at Augusta, Georgia, by Baptists in the Southern United States who split with northern Baptists over the issue of slavery, specifically whether Southern slave owners could serve as missionaries.",[CLS],0.0
210,96,"i am not sure but i do know that the term "" slave "" originated in 1845 in augusta , georgia .",georgia,Where is augusta located?,"The word ""Southern"" in Southern Baptist Convention stems from it having been organized in 1845 at Augusta, Georgia, by Baptists in the Southern United States who split with northern Baptists over the issue of slavery, specifically whether Southern slave owners could serve as missionaries.",georgia,1.0
211,97,have you read the american fantasy novel by stephen king ?,american,What is stephen king's nationality?,The Chronicles of Thomas Covenant is a series of ten high fantasy novels written by American author Stephen R. Donaldson.,[CLS],0.0
212,97,have you read the american fantasy novel by stephen king ?,stephen king,Who wrote the American fantasy novel?,The Chronicles of Thomas Covenant is a series of ten high fantasy novels written by American author Stephen R. Donaldson.,stephen r. donaldson,0.4
213,97,have you read the american fantasy novel by stephen king ?,the american fantasy novel,What did stephen king write?,The Chronicles of Thomas Covenant is a series of ten high fantasy novels written by American author Stephen R. Donaldson.,[CLS],0.0
214,98,"i ' m not sure , but i do know that she wrote nineteen novels .",nineteen,How many novels did she write?,"Her six full-length novels have rarely been out of print, although they were published anonymously and brought her moderate success and little fame during her lifetime.",six,0.0
215,98,"i ' m not sure , but i do know that she wrote nineteen novels .",nineteen novels,How many books did she write?,"Her six full-length novels have rarely been out of print, although they were published anonymously and brought her moderate success and little fame during her lifetime.",six,0.0
216,99,it is the capital and largest city in reykjavik .,the capital,What is the largest city in reykjavik?,The capital and largest city is Reykjavík.,reykjavik,0.0
217,99,it is the capital and largest city in reykjavik .,reykjavik,What city is the capital of?,The capital and largest city is Reykjavík.,reykjavik,1.0
218,100,"i ' m not sure , but i do know that they have won over 100 million records worldwide .",over 100 million,How many records have they won worldwide?,"As of 2013, it was syndicated in roughly 2,580 newspapers and journals, and held the Guinness World Record for being the world's most widely syndicated comic strip.",[CLS],0.0
219,101,"i am not sure , but i do know that osteopathic medicine is also known as medicine .",osteopathic medicine,What is another name for medicine?,"Osteopathic doctors (D.O.s) can become fully licensed physicians (medical doctors) able to practice medicine and surgery in all 50 states and are recognized in 65 other countries, including all Canadian provinces.",[CLS],0.0
220,101,"i am not sure , but i do know that osteopathic medicine is also known as medicine .",medicine,Osteopathic medicine is also known as what?,"Osteopathic doctors (D.O.s) can become fully licensed physicians (medical doctors) able to practice medicine and surgery in all 50 states and are recognized in 65 other countries, including all Canadian provinces.",[CLS],0.0
221,102,"i ' m not sure , but i do know that the term "" polypolyamorous "" was coined by the 20th century .",NO_Q,NO_Q,"The term ""hyperpolyglot"" was coined in 2008 by linguist Richard Hudson to describe individuals who speak–to some degree–dozens of languages.",NO_Q,-1.0
222,103,strawberries are the most widely grown species in the genus rosa .,strawberries,What is the most widely grown species of rosa?,"The garden strawberry (or simply strawberry; Fragaria × ananassa) is a widely grown hybrid species of the genus ""Fragaria"", collectively known as the strawberries.",[CLS],0.0
223,103,strawberries are the most widely grown species in the genus rosa .,the most widely grown species,What are strawberries in the genus rosa?,"The garden strawberry (or simply strawberry; Fragaria × ananassa) is a widely grown hybrid species of the genus ""Fragaria"", collectively known as the strawberries.",[CLS],0.0
224,104,it originated in france in 1768 in france .,france,Where did it originate?,"The garden strawberry was first bred in Brittany, France, in the 1750s via a cross of ""Fragaria virginiana"" from eastern North America and ""Fragaria chiloensis"", which was brought from Chile by Amédée-François Frézier in 1714.",chile,0.0
225,104,it originated in france in 1768 in france .,1768,When did it first appear in france?,"The garden strawberry was first bred in Brittany, France, in the 1750s via a cross of ""Fragaria virginiana"" from eastern North America and ""Fragaria chiloensis"", which was brought from Chile by Amédée-François Frézier in 1714.",1750s,0.0
226,104,it originated in france in 1768 in france .,france,Where did it originate?,"The garden strawberry was first bred in Brittany, France, in the 1750s via a cross of ""Fragaria virginiana"" from eastern North America and ""Fragaria chiloensis"", which was brought from Chile by Amédée-François Frézier in 1714.",chile,0.0
227,105,"i don ' t know much about marvel comics , but i do know that they were created by stan lee and steve jobs .",stan lee,Who and steve jobs created marvel comics?,"The Marvel branding began 1961, the year that the company launched ""The Fantastic Four"" and other superhero titles created by Stan Lee, Jack Kirby, Steve Ditko, and many others.",[CLS],0.0
228,105,"i don ' t know much about marvel comics , but i do know that they were created by stan lee and steve jobs .",marvel comics,Stan lee and steve jobs created what kind of comics?,"The Marvel branding began 1961, the year that the company launched ""The Fantastic Four"" and other superhero titles created by Stan Lee, Jack Kirby, Steve Ditko, and many others.",[CLS],0.0
229,105,"i don ' t know much about marvel comics , but i do know that they were created by stan lee and steve jobs .",steve jobs,"Along with stan lee, who created marvel comics?","The Marvel branding began 1961, the year that the company launched ""The Fantastic Four"" and other superhero titles created by Stan Lee, Jack Kirby, Steve Ditko, and many others.",jack kirby,0.0
230,106,"yes , he ' s known for his ability to detect objects .",he,Who is known for his ability to detect objects?,"Various other effects are also attributed to his ability to control the speed of molecular vibrations, including his ability to vibrate at speed to pass through objects.",[CLS],0.0
231,106,"yes , he ' s known for his ability to detect objects .",objects,What is he known for his ability to detect?,"Various other effects are also attributed to his ability to control the speed of molecular vibrations, including his ability to vibrate at speed to pass through objects.",[CLS],0.0
232,107,giant pandas are the only species to eat bamboo .,giant pandas,What is the only species to eat bamboo?,"Though it belongs to the order Carnivora, the giant panda's diet is over 99% bamboo.",[CLS],0.0
233,107,giant pandas are the only species to eat bamboo .,bamboo,What do giant pandas eat?,"Though it belongs to the order Carnivora, the giant panda's diet is over 99% bamboo.",bamboo,1.0
234,108,that ' s awesome ! it ' s been around since the 1930 ' s .,1930,Since what year has it been around?,"Big Brother is a reality game show franchise created by John de Mol Jr., originally broadcast in the Netherlands and subsequently syndicated internationally.",[CLS],0.0
235,108,that ' s awesome ! it ' s been around since the 1930 ' s .,the 1930 ' s,Since when has it been around?,"Big Brother is a reality game show franchise created by John de Mol Jr., originally broadcast in the Netherlands and subsequently syndicated internationally.",[CLS],0.0
236,109,broadway theatre is the most popular city in the united states .,the united states,In what country is broadway theater the most popular?,"Along with London's West End theatre, Broadway theatre is widely considered to represent the highest level of commercial theatre in the English-speaking world.",[CLS],0.0
237,109,broadway theatre is the most popular city in the united states .,broadway theatre,What is the most popular theater in the United States?,"Along with London's West End theatre, Broadway theatre is widely considered to represent the highest level of commercial theatre in the English-speaking world.",[CLS],0.0
238,109,broadway theatre is the most popular city in the united states .,the most popular city,What is broadway theatre in the US?,"Along with London's West End theatre, Broadway theatre is widely considered to represent the highest level of commercial theatre in the English-speaking world.",[CLS],0.0
239,110,they have a wide variety of songs . they formed in new glory in 1993 .,1993,When did the band form?,"Their name is taken from the New Found Glory song ""The Story So Far"".",[CLS],0.0
240,110,they have a wide variety of songs . they formed in new glory in 1993 .,they,What band formed in new glory in 1993?,"Their name is taken from the New Found Glory song ""The Story So Far"".",[CLS],0.0
241,111,have you ever watched the beauty pageant ? it ' s a quiz competition .,the beauty pageant,What is a quiz competition called?,"A beauty pageant or beauty contest is a competition that has traditionally focused on judging and ranking the physical attributes of the contestants, although some contests have evolved to also incorporate personality traits, intelligence, talent, and answers to judges' questions as judged criteria.",[CLS],0.0
242,111,have you ever watched the beauty pageant ? it ' s a quiz competition .,a quiz competition,What is the beauty pageant?,"A beauty pageant or beauty contest is a competition that has traditionally focused on judging and ranking the physical attributes of the contestants, although some contests have evolved to also incorporate personality traits, intelligence, talent, and answers to judges' questions as judged criteria.",a competition that has traditionally focused on judging and ranking the physical attributes of the contestants,0.13333333333333336
243,112,"i am not sure but the term "" court "" refers to the concept of riding a wave .",a wave,"The term ""court"" refers to riding what?","Thus, the term ""circuit court"" is derived from the practice of having judges ride around the countryside each year on pre-set paths − circuits − to hear cases.",[CLS],0.0
244,113,"i am not sure , but i do know that women aren ' t allowed to outlive women .",women,Who isn't allowed to outlive women?,"The tendency for women generally to outlive men can compound this, as can men in many societies marrying women younger than themselves.",[CLS],0.0
245,114,it ' s the capital of the united states .,the united states,What country is it the capital of?,"The city and its metropolitan area constitute the premier gateway for legal immigration to the United States, and as many as 800 languages are spoken in New York, making it the most linguistically diverse city in the world.",[CLS],0.0
246,114,it ' s the capital of the united states .,it,What is the capital of the United States?,"The city and its metropolitan area constitute the premier gateway for legal immigration to the United States, and as many as 800 languages are spoken in New York, making it the most linguistically diverse city in the world.",[CLS],0.0
247,114,it ' s the capital of the united states .,the capital,What is the name of the city in the United States?,"The city and its metropolitan area constitute the premier gateway for legal immigration to the United States, and as many as 800 languages are spoken in New York, making it the most linguistically diverse city in the world.",[CLS],0.0
248,115,he was the most successful athlete in the world .,he,Who was the most successful athlete in the world?,"Nicknamed ""Big George"", he is a two-time world heavyweight champion and an Olympic gold medalist.",[CLS],0.0
249,115,he was the most successful athlete in the world .,the most successful athlete,How did he rank in the world?,"Nicknamed ""Big George"", he is a two-time world heavyweight champion and an Olympic gold medalist.",world heavyweight champion,0.0
250,115,he was the most successful athlete in the world .,the world,He was the most successful athlete in what world?,"Nicknamed ""Big George"", he is a two-time world heavyweight champion and an Olympic gold medalist.",[CLS],0.0
251,116,"yes , they are the seventh largest arachnids in the world .",seventh,Where do the arachnids rank in the world?,They are the largest order of arachnids and rank seventh in total species diversity among all other orders of organisms.,[CLS],0.0
252,116,"yes , they are the seventh largest arachnids in the world .",the world,Are arachnids the seventh largest in what area?,They are the largest order of arachnids and rank seventh in total species diversity among all other orders of organisms.,total species diversity,0.0
253,117,"i don ' t know much about him , but i do know he was a member of the black sabbath .",the black sabbath,What sabbath did he belong to?,"Both of his parents and several other people in his family were members of the Black Panther Party, whose ideals were reflected in his songs.",[CLS],0.0
254,118,i love them too ! they are a type of dumpling consisting of two layers of dumpling .,two,How many layers are in a dumpling?,"Ravioli (plural form; singular: ""raviolo"") are a type of dumpling composed of a filling sealed between two layers of thin pasta dough.",two,1.0
255,119,he was born in 1942 and died in 1942 .,1942,When was he born?,"Stephen William Hawking, ( born 8 January 1942) is an English theoretical physicist, cosmologist, author and Director of Research at the Centre for Theoretical Cosmology within the University of Cambridge.",8 january 1942,0.5
256,119,he was born in 1942 and died in 1942 .,1942,When was he born?,"Stephen William Hawking, ( born 8 January 1942) is an English theoretical physicist, cosmologist, author and Director of Research at the Centre for Theoretical Cosmology within the University of Cambridge.",8 january 1942,0.5
257,119,he was born in 1942 and died in 1942 .,he,Who was born and died in 1942?,"Stephen William Hawking, ( born 8 January 1942) is an English theoretical physicist, cosmologist, author and Director of Research at the Centre for Theoretical Cosmology within the University of Cambridge.",[CLS],0.0
258,120,"i ' m not sure , but it is regarded as the most important food in the world .",the most important food,What is it regarded as in the world?,"Since the time of the Roman Empire, broccoli has been considered a uniquely valuable food among Italians.",[CLS],0.0
259,120,"i ' m not sure , but it is regarded as the most important food in the world .",the world,What is it regarded as the most important food in?,"Since the time of the Roman Empire, broccoli has been considered a uniquely valuable food among Italians.",[CLS],0.0
260,121,it ' s a great place to visit . it runs through the rocky mountains .,the rocky mountains,What kind of mountains does it run through?,"Its southern terminus is at U.S. 441 on the boundary between Great Smoky Mountains National Park and the Cherokee Indian Reservation in North Carolina, from which it travels north to Shenandoah National Park in Virginia.",[CLS],0.0
261,122,"i ' m not sure , but the city had a population of 947 , 890 .",947,What was the population of Baltimore?,"According to the 2010 United States Census, the city had a population of 1,197,816.","1,197,816",0.0
262,123,"i do not know much about communism , but i do know that communism is the absence of social and economic ideology .",communism,What is the absence of social and economic ideology?,"In political and social sciences, communism (from Latin """", ""common, universal"") is the philosophical, social, political and economic ideology and movement whose ultimate goal is the establishment of the communist society, which is a socioeconomic order structured upon the common ownership of the means of production and the absence of social classes, money and the state.",[CLS],0.0
263,123,"i do not know much about communism , but i do know that communism is the absence of social and economic ideology .",social and economic ideology,What does communism lack?,"In political and social sciences, communism (from Latin """", ""common, universal"") is the philosophical, social, political and economic ideology and movement whose ultimate goal is the establishment of the communist society, which is a socioeconomic order structured upon the common ownership of the means of production and the absence of social classes, money and the state.","social classes, money and the state",0.4444444444444445
264,124,"i ' m not sure , but i do know that tom and jerry was my favorite character .",my favorite character,Tom and jerry were what?,"This Saturday-morning cartoon series featured four teenagers—Fred Jones, Daphne Blake, Velma Dinkley, and Norville ""Shaggy"" Rogers—and their talking brown Great Dane named Scooby-Doo, who solve mysteries involving supposedly supernatural creatures through a series of antics and missteps.",[CLS],0.0
