,id,score,response,cand,question,knowledge_ans,knowledge,label
293,150,0.0,he was born on pbs and aired on pbs in 1994 .,pbs,On what channel was he born?,[CLS],"He was the creator and host of ""The Joy of Painting"", an instructional television program that aired from 1983 to 1994 on PBS in the United States, and also aired in Canada, Latin America, and Europe.",1
294,150,0.0,he was born on pbs and aired on pbs in 1994 .,1994,When did he first appear on pbs?,[CLS],"He was the creator and host of ""The Joy of Painting"", an instructional television program that aired from 1983 to 1994 on PBS in the United States, and also aired in Canada, Latin America, and Europe.",1
295,150,0.0,he was born on pbs and aired on pbs in 1994 .,he,Who was born on pbs?,[CLS],"He was the creator and host of ""The Joy of Painting"", an instructional television program that aired from 1983 to 1994 on PBS in the United States, and also aired in Canada, Latin America, and Europe.",1
296,151,1.0,"there are three categories of finance , corporate finance , and personal finance .",three,How many categories of finance are there?,three,"Finance can be broken into three sub-categories: public finance, corporate finance and personal finance.",0
297,151,1.0,"there are three categories of finance , corporate finance , and personal finance .",finance,Corporate finance and personal finance are two categories of what?,finance,"Finance can be broken into three sub-categories: public finance, corporate finance and personal finance.",0
298,151,1.0,"there are three categories of finance , corporate finance , and personal finance .",corporate finance,"Along with personal finance, what is the third category of finance?",corporate finance,"Finance can be broken into three sub-categories: public finance, corporate finance and personal finance.",0
299,151,1.0,"there are three categories of finance , corporate finance , and personal finance .",personal finance,What is the third category of finance?,personal finance,"Finance can be broken into three sub-categories: public finance, corporate finance and personal finance.",0
300,152,0.0,"i ' ve never heard of that , but i do know that it ' s been around since the early 2000 ' s .",the early 2000 ' s,When was it first used?,[CLS],"Penguin Random House employs more than 10,000 people globally.",1
301,153,1.0,tennis is a racket sport played individually against a single opponent,tennis,What is a racket sport played against a single opponent?,tennis,Tennis is a racket sport that can be played individually against a single opponent (singles) or between two teams of two players each (doubles).,1
302,153,1.0,tennis is a racket sport played individually against a single opponent,a racket sport,What is tennis?,a racket sport,Tennis is a racket sport that can be played individually against a single opponent (singles) or between two teams of two players each (doubles).,1
303,153,1.0,tennis is a racket sport played individually against a single opponent,a single opponent,Who is tennis played against?,a single opponent,Tennis is a racket sport that can be played individually against a single opponent (singles) or between two teams of two players each (doubles).,1
304,154,0.0,red hair occurs naturally in 1 - 2 % of the population .,1 - 2 %,What percentage of the population has red hair?,1–2%,Red hair (or ginger hair) occurs naturally in 1–2% of the human population.,0
305,154,0.0,red hair occurs naturally in 1 - 2 % of the population .,red hair,What type of hair occurs naturally in 1 - 2 % of the population?,,Red hair (or ginger hair) occurs naturally in 1–2% of the human population.,0
306,154,0.6666666666666666,red hair occurs naturally in 1 - 2 % of the population .,the population,Red hair occurs naturally in 1 - 2 percent of what?,the human population,Red hair (or ginger hair) occurs naturally in 1–2% of the human population.,0
307,155,0.6666666666666666,"i ' m not sure , but i know it ' s based on the university of massachusetts .",the university of massachusetts,What university is it based on?,university of pennsylvania,Trump was born and grew up in the New York City borough of Queens and earned an economics degree from the Wharton School of the University of Pennsylvania.,1
308,155,0.0,"i ' m not sure , but i know it ' s based on the university of massachusetts .",massachusetts,Where is the university located?,[CLS] where is the university located?[SEP] trump was born and grew up in the new york city borough of queens and earned an economics degree from the wharton school of the university of pennsylvania,Trump was born and grew up in the New York City borough of Queens and earned an economics degree from the Wharton School of the University of Pennsylvania.,1
309,156,1.0,"i ' m not sure , but they formed in liverpool in 1960 .",1960,When did they form in liverpool?,1960,The Beatles were an English rock band formed in Liverpool in 1960.,0
310,156,0.0,"i ' m not sure , but they formed in liverpool in 1960 .",they,What formed in liverpool in 1960?,the beatles,The Beatles were an English rock band formed in Liverpool in 1960.,0
311,156,1.0,"i ' m not sure , but they formed in liverpool in 1960 .",liverpool,Where did they form?,liverpool,The Beatles were an English rock band formed in Liverpool in 1960.,0
312,157,1.0,they were first popularized in the united states during the 1930s .,the united states,Where were they first popularized?,united states,"Although some origins in 18th century Japan and 1830s Europe, comic books were first popularized in the United States during the 1930s.",0
313,157,1.0,they were first popularized in the united states during the 1930s .,the 1930s,When were they first popularized in the US?,1930s,"Although some origins in 18th century Japan and 1830s Europe, comic books were first popularized in the United States during the 1930s.",0
314,157,0.0,they were first popularized in the united states during the 1930s .,they,What were first popularized in the united states in the 1930s?,comic books,"Although some origins in 18th century Japan and 1830s Europe, comic books were first popularized in the United States during the 1930s.",0
315,158,0.6666666666666666,i don ' t know much about dc comics but i do know that elements of comics include speech bubbles and characters .,elements,Speech bubbles and characters are what in comics?,key elements,"The key elements of comic books include panels, balloons (speech bubbles), text (lines), and characters.",0
316,158,0.0,i don ' t know much about dc comics but i do know that elements of comics include speech bubbles and characters .,comics,Speech bubbles and characters are elements of what?,comic books,"The key elements of comic books include panels, balloons (speech bubbles), text (lines), and characters.",0
317,158,0.0,i don ' t know much about dc comics but i do know that elements of comics include speech bubbles and characters .,speech bubbles,"Along with characters, what is an element of dc comics?",[CLS],"The key elements of comic books include panels, balloons (speech bubbles), text (lines), and characters.",0
318,158,0.0,i don ' t know much about dc comics but i do know that elements of comics include speech bubbles and characters .,characters,"Along with speech bubbles, what other element of dc comics does he know?","[CLS] along with speech bubbles, what other element of dc comics does he know?[SEP] the key elements of comic books include panels, balloons","The key elements of comic books include panels, balloons (speech bubbles), text (lines), and characters.",0
319,159,0.0,"that is true , there are many international versions that have been shown as "" top chef "" .",""" top chef",There are many international versions that have been shown as what?,produced,"Numerous international adaptations of ""Top Chef"" have also been produced.",0
320,160,0.0,"yes it is . it can also include meditation , anxiety , and anxiety .",meditation,"Along with anxiety and anxiety, what else can be included?",[CLS],"Meditation may be used to reduce stress, anxiety, depression, and pain.",1
321,160,0.0,"yes it is . it can also include meditation , anxiety , and anxiety .",anxiety,"Along with meditation and anxiety, what else can be included?",,"Meditation may be used to reduce stress, anxiety, depression, and pain.",1
322,161,0.0,i ' m not sure but it ' s the 8th most popular newspaper in the us .,8th,What is the ranking of the most popular newspaper in the US?,[CLS],"As of September 2016, it had the largest combined print-and-digital circulation of any daily newspaper in the United States.",1
323,161,0.0,i ' m not sure but it ' s the 8th most popular newspaper in the us .,the us,In what country is The Times the 8th most popular newspaper?,[CLS],"As of September 2016, it had the largest combined print-and-digital circulation of any daily newspaper in the United States.",1
324,162,0.0,there are more than 2 billion people worldwide worldwide .,more than 2 billion,How many people live in the world?,[CLS],Today there are more than two billion Christians worldwide.,0
325,163,0.0,"they have been around for a long time , since 1854 .",they,What have been around for a long time?,[CLS],"Sephora first launched in Paris on August 14, 1969.",1
326,163,0.0,"they have been around for a long time , since 1854 .",a long time,How long have they been around since 1854,[CLS],"Sephora first launched in Paris on August 14, 1969.",1
327,164,1.0,have you ever watched scream ? it was directed by wes craven .,scream,What movie was directed by wes craven?,scream,Scream is a 1996 American slasher film directed by Wes Craven and written by Kevin Williamson.,0
328,164,1.0,have you ever watched scream ? it was directed by wes craven .,wes craven,Who directed scream?,wes craven,Scream is a 1996 American slasher film directed by Wes Craven and written by Kevin Williamson.,0
329,165,0.0,she was born in 1968 and raised in new york city .,1968,When was she born?,[CLS],"Born and raised in Michigan, Madonna moved to New York City in 1978 to pursue a career in modern dance.",1
330,165,0.0,she was born in 1968 and raised in new york city .,new york city,Where was she raised?,michigan,"Born and raised in Michigan, Madonna moved to New York City in 1978 to pursue a career in modern dance.",1
331,165,0.0,she was born in 1968 and raised in new york city .,she,Who was born in 1968?,[CLS],"Born and raised in Michigan, Madonna moved to New York City in 1978 to pursue a career in modern dance.",1
332,166,1.0,"yes , there are many different types of cheese .",cheese,There are many different types of what?,cheese,Hundreds of types of cheese from various countries are produced.,0
333,167,0.2222222222222222,purple is my favorite color . it is intermediate between blue and red .,my favorite color,What is purple?,a color intermediate between blue and red,Purple is a color intermediate between blue and red.,1
334,167,1.0,purple is my favorite color . it is intermediate between blue and red .,red,Between blue and what other color?,red,Purple is a color intermediate between blue and red.,1
335,168,-1.0,"i ' m not sure , but i do know that it ' s an accelerated jd program .",NO_Q,NO_Q,NO_Q,"Although most law schools only offer the traditional three-year program, several U.S. law schools offer an Accelerated JD program.",1
336,169,0.0,it ' s hard to believe that vegetarianism was originally connected to the idea of nonviolence toward animals .,vegetarianism,What is it hard to believe was originally connected to the idea of nonviolence toward animals?,[CLS],"In both instances the diet was closely connected with the idea of nonviolence toward animals (called ""ahimsa"" in India), and was promoted by religious groups and philosophers.",0
337,169,0.0,it ' s hard to believe that vegetarianism was originally connected to the idea of nonviolence toward animals .,animals,What is it hard to believe that vegetarianism was connected to the idea of nonviolence toward?,[CLS],"In both instances the diet was closely connected with the idea of nonviolence toward animals (called ""ahimsa"" in India), and was promoted by religious groups and philosophers.",0
338,170,0.5714285714285715,"yes , they are similar to scotch pancakes , which are different types of pancakes .",scotch pancakes,What are pancakes similar to?,scotch pancakes or drop scones,American pancakes are similar to Scotch pancakes or drop scones.,0
339,170,0.0,"yes , they are similar to scotch pancakes , which are different types of pancakes .",pancakes,Scotch pancakes are different types of what?,drop scones,American pancakes are similar to Scotch pancakes or drop scones.,0
340,171,1.0,nashville is the capital and most populous city of tennessee .,nashville,What is the capital of tennessee?,nashville,Nashville () is the capital and most populous city of the U.S. state of Tennessee and the seat of Davidson County.,0
341,171,1.0,nashville is the capital and most populous city of tennessee .,tennessee,What state is nashville the capital of?,tennessee,Nashville () is the capital and most populous city of the U.S. state of Tennessee and the seat of Davidson County.,0
342,171,1.0,nashville is the capital and most populous city of tennessee .,most populous city,What is nashville's rank as a city in Tennessee?,most populous city,Nashville () is the capital and most populous city of the U.S. state of Tennessee and the seat of Davidson County.,0
343,172,-1.0,"i ' m not sure , but i do know that it is a recreational activity .",NO_Q,NO_Q,NO_Q,"Snorkeling is a popular recreational activity, particularly at tropical resort locations.",0
344,173,1.0,"the first generation iphone was released on june 29 , 2007 .","june 29 , 2007",When was the first iphone released?,"june 29, 2007","The first-generation iPhone was released on June 29, 2007, and there have been multiple new hardware iterations with new iOS releases since.",0
345,173,0.4,"the first generation iphone was released on june 29 , 2007 .",the first generation iphone,"What was released on june 29, 2007?",the first-generation iphone,"The first-generation iPhone was released on June 29, 2007, and there have been multiple new hardware iterations with new iOS releases since.",0
346,173,1.0,"the first generation iphone was released on june 29 , 2007 .",june,What month was the first iphone released?,june,"The first-generation iPhone was released on June 29, 2007, and there have been multiple new hardware iterations with new iOS releases since.",0
347,174,0.0,sleep is a key component in the skeletal system .,sleep,What is a key component of the skeletal system?,[CLS],"During sleep, most of the body's systems are in an anabolic state, helping to restore the immune, nervous, skeletal, and muscular systems; these are vital processes that maintain mood, memory, and cognitive performance, and play a large role in the function of the endocrine and immune systems.",1
348,174,0.0,sleep is a key component in the skeletal system .,a key component,Sleep is what in the skeletal system?,restore,"During sleep, most of the body's systems are in an anabolic state, helping to restore the immune, nervous, skeletal, and muscular systems; these are vital processes that maintain mood, memory, and cognitive performance, and play a large role in the function of the endocrine and immune systems.",1
349,174,0.0,sleep is a key component in the skeletal system .,the skeletal system,Sleep is a key component of what system?,immune,"During sleep, most of the body's systems are in an anabolic state, helping to restore the immune, nervous, skeletal, and muscular systems; these are vital processes that maintain mood, memory, and cognitive performance, and play a large role in the function of the endocrine and immune systems.",1
350,175,0.5,"i ' m not sure , but it ' s a wide range of resources , services , and services .",a wide range,Is there a wide range of resources or services?,vast range,"The Internet carries a vast range of information resources and services, such as the inter-linked hypertext documents and applications of the World Wide Web (WWW), electronic mail, telephony, and file sharing.",0
351,175,0.0,"i ' m not sure , but it ' s a wide range of resources , services , and services .",resources,What is a wide range of?,[CLS],"The Internet carries a vast range of information resources and services, such as the inter-linked hypertext documents and applications of the World Wide Web (WWW), electronic mail, telephony, and file sharing.",0
352,175,1.0,"i ' m not sure , but it ' s a wide range of resources , services , and services .",services,There is a wide range of resources and what else?,services,"The Internet carries a vast range of information resources and services, such as the inter-linked hypertext documents and applications of the World Wide Web (WWW), electronic mail, telephony, and file sharing.",0
353,176,0.0,tea is the most widely consumed drink in the world .,tea,What is the most widely consumed drink in the world?,water,"After water, it is the most widely consumed drink in the world.",1
354,176,1.0,tea is the most widely consumed drink in the world .,the most widely consumed drink,What is tea considered to be in the world?,the most widely consumed drink,"After water, it is the most widely consumed drink in the world.",1
355,176,1.0,tea is the most widely consumed drink in the world .,the world,In what part of the world is tea the most consumed drink?,world,"After water, it is the most widely consumed drink in the world.",1
356,177,0.0,"it is similar to soap opera , latin america and latin america .",latin america,Which other country is similar to soap opera?,[CLS],"A telenovela ( or ; , ), ) is a type of limited-run television serial drama or soap opera produced primarily in Latin America.",1
357,177,0.0,"it is similar to soap opera , latin america and latin america .",latin america,Which other country is similar to soap opera?,[CLS],"A telenovela ( or ; , ), ) is a type of limited-run television serial drama or soap opera produced primarily in Latin America.",1
358,177,0.0,"it is similar to soap opera , latin america and latin america .",it,What is the name of the show that is similar to soap opera?,telenovela,"A telenovela ( or ; , ), ) is a type of limited-run television serial drama or soap opera produced primarily in Latin America.",1
359,177,0.0,"it is similar to soap opera , latin america and latin america .",soap opera,"Along with latin america and latin american, what type of show is it similar to?",[CLS],"A telenovela ( or ; , ), ) is a type of limited-run television serial drama or soap opera produced primarily in Latin America.",1
360,178,0.0,"im not sure but i do know that the term "" gender "" can be used to describe the role of a child ' s gender .",a child,What can the term gender be used to describe the role of?,process of changing gender role,"The term may also be applied to the broader process of changing gender role (""living as a woman"" instead of living as a man, or vice versa), including but not necessarily limited to medical procedures.",1
361,179,0.0,"yes , they are the fastest dogs to cross - breed .",breed,What is the most important factor in determining if a dog can cross?,fastest,They are an ever-changing cross-breed of the fastest dogs.,1
362,180,1.0,"i ' m not sure , but it ' s been around since 1953 .",1953,What year did it first appear?,1953,"Originally designed as a show car for the 1953 Motorama display at the New York Auto Show, it generated enough interest to induce GM to make a production version to sell to the public.",0
363,181,0.0,i love the flintstones ! it was created by hanna - barbera .,hanna - barbera,Who created the flintstones?,[CLS],The Flintstones is an American animated sitcom produced by Hanna-Barbera for ABC.,0
364,181,0.0,i love the flintstones ! it was created by hanna - barbera .,the flintstones,What was created by hanna - barbera?,[CLS],The Flintstones is an American animated sitcom produced by Hanna-Barbera for ABC.,0
365,182,0.0,"that ' s awesome ! i ' ve never heard of them , but i do know that they ' ve been around for a long time .",a long time,How long have they been around?,[CLS],"The series takes place in a romanticized Stone Age setting, depicts the lives of the titular characters and their next-door neighbors and best friends.",1
366,183,0.0,she really is . she sang gospel music during her childhood .,she,Who sang gospel music during her childhood?,[CLS],"After singing in church during her childhood, she pursued a career in gospel music as a teenager.",0
367,183,0.0,she really is . she sang gospel music during her childhood .,her childhood,During what time did she sing gospel music?,teenager,"After singing in church during her childhood, she pursued a career in gospel music as a teenager.",0
368,184,0.0,have you ever seen the walt disney movie ? it ' s one of my favorites .,my favorites,The walt disney movie is one of what?,[CLS],The Little Mermaid is a 1989 American animated musical fantasy film produced by Walt Disney Feature Animation and released by Walt Disney Pictures.,0
369,185,1.0,"it ' s also known as the cultural , financial , and media capital of the world .",the world,It is also known as the cultural capital of what?,the world,"A global power city, New York City has been described as the cultural, financial, and media capital of the world, and exerts a significant impact upon commerce, entertainment, research, technology, education, politics, and sports.",0
370,186,-1.0,"i ' m not sure , but i do know that it is made from cuba , cuba , and cuba .",NO_Q,NO_Q,NO_Q,"Rum and Coke, or a Cuba Libre (; , ""Free Cuba"" libre here an adjective, not a verb), is a highball cocktail consisting of cola, rum, and traditionally lime juice on ice.",1
371,187,0.28571428571428575,"i ' m not sure , but i do know it ' s been used in the middle ages .",the middle ages,When was it used?,during the middle of the 19th century,"During the middle of the 19th century, wine often was coloured with beetroot juice.",1
372,188,1.0,blue has been used in art since ancient times .,blue,What color has been used in art since ancient times?,blue,Blue has been an important colour in art and decoration since ancient times.,0
373,188,0.5,blue has been used in art since ancient times .,art,Blue has been used in what since ancient times?,art and decoration,Blue has been an important colour in art and decoration since ancient times.,0
374,188,1.0,blue has been used in art since ancient times .,ancient times,Since when has blue been used in art?,ancient times,Blue has been an important colour in art and decoration since ancient times.,0
375,189,1.0,the majority of the population is in 158 countries .,158,How many countries are there?,158,Christians make up a majority of the population in 158 countries and territories.,1
376,189,0.2857142857142857,the majority of the population is in 158 countries .,the population,What is the majority of in 158 countries?,christians make up a majority of the population,Christians make up a majority of the population in 158 countries and territories.,1
377,189,0.0,the majority of the population is in 158 countries .,158 countries,Where is the majority of the population located?,[CLS],Christians make up a majority of the population in 158 countries and territories.,1
378,190,0.5,"i ' m not sure , but i know he was born in 1942 .",1942,When was he born?,8 january 1942,"Stephen William Hawking, ( born 8 January 1942) is an English theoretical physicist, cosmologist, author and Director of Research at the Centre for Theoretical Cosmology within the University of Cambridge.",0
379,191,1.0,i agree . agriculture is the cultivation and breeding of animals,agriculture,What is the cultivation and breeding of animals called?,agriculture,"Agriculture is the cultivation and breeding of animals, plants and fungi for food, fiber, biofuel, medicinal plants and other products used to sustain and enhance life.",1
380,191,0.4,i agree . agriculture is the cultivation and breeding of animals,animals,What is agriculture the cultivation and breeding of?,"animals, plants and fungi","Agriculture is the cultivation and breeding of animals, plants and fungi for food, fiber, biofuel, medicinal plants and other products used to sustain and enhance life.",1
381,192,0.6666666666666666,"i ' m not sure , but pizza was first documented in 997 .",997,When was pizza first documented?,ad 997,"The word ""pizza"" was first documented in AD 997 in Gaeta and successively in different parts of Central and Southern Italy.",1
382,192,1.0,"i ' m not sure , but pizza was first documented in 997 .",pizza,What was first documented in 997?,"""pizza""","The word ""pizza"" was first documented in AD 997 in Gaeta and successively in different parts of Central and Southern Italy.",1
383,193,-1.0,i love chocolate ! it ' s so sweet and sweet !,NO_Q,NO_Q,NO_Q,"Chocolate is a typically sweet, usually brown food preparation of ""Theobroma cacao"" seeds, roasted and ground.",0
384,194,0.0,"yes , and the body supports the weight of the body of water .",the body,What supports the weight of the body of water?,[CLS],"Since the human body is only slightly less dense than water, water supports the weight of the body during swimming.",1
385,194,1.0,"yes , and the body supports the weight of the body of water .",water,Does the body support the weight of what substance?,water,"Since the human body is only slightly less dense than water, water supports the weight of the body during swimming.",1
386,195,0.0,he wrote a lot of poetry . he wrote poetry in the 19th century .,the 19th century,When did he write poetry?,[CLS],"He contributed to ""The Daily Telegraph"" as its jazz critic from 1961 to 1971, articles gathered in ""All What Jazz: A Record Diary 1961–71"" (1985), and he edited ""The Oxford Book of Twentieth Century English Verse"" (1973).",1
387,195,0.0,he wrote a lot of poetry . he wrote poetry in the 19th century .,he,Who wrote a lot of poetry?,[CLS],"He contributed to ""The Daily Telegraph"" as its jazz critic from 1961 to 1971, articles gathered in ""All What Jazz: A Record Diary 1961–71"" (1985), and he edited ""The Oxford Book of Twentieth Century English Verse"" (1973).",1
388,195,0.0,he wrote a lot of poetry . he wrote poetry in the 19th century .,a lot,How much poetry did he write?,[CLS],"He contributed to ""The Daily Telegraph"" as its jazz critic from 1961 to 1971, articles gathered in ""All What Jazz: A Record Diary 1961–71"" (1985), and he edited ""The Oxford Book of Twentieth Century English Verse"" (1973).",1
389,195,0.0,he wrote a lot of poetry . he wrote poetry in the 19th century .,poetry,What type of work did he write in the 19th century?,[CLS],"He contributed to ""The Daily Telegraph"" as its jazz critic from 1961 to 1971, articles gathered in ""All What Jazz: A Record Diary 1961–71"" (1985), and he edited ""The Oxford Book of Twentieth Century English Verse"" (1973).",1
390,196,1.0,"the term "" pizza "" was first recorded in the 10th century in a latin manuscript from the southern italy town of gaeta in lazio .",the 10th century,When was pizza first recorded?,10th century,"The term ""pizza"" was first recorded in the 10th century, in a Latin manuscript from the Southern Italy town of Gaeta in Lazio, on the border with Campania.",0
391,196,1.0,"the term "" pizza "" was first recorded in the 10th century in a latin manuscript from the southern italy town of gaeta in lazio .",latin,What language is pizza written in?,latin,"The term ""pizza"" was first recorded in the 10th century, in a Latin manuscript from the Southern Italy town of Gaeta in Lazio, on the border with Campania.",0
392,196,1.0,"the term "" pizza "" was first recorded in the 10th century in a latin manuscript from the southern italy town of gaeta in lazio .",italy,What country is gaeta in?,italy,"The term ""pizza"" was first recorded in the 10th century, in a Latin manuscript from the Southern Italy town of Gaeta in Lazio, on the border with Campania.",0
393,196,1.0,"the term "" pizza "" was first recorded in the 10th century in a latin manuscript from the southern italy town of gaeta in lazio .",a latin manuscript,Where was pizza first recorded?,in a latin manuscript,"The term ""pizza"" was first recorded in the 10th century, in a Latin manuscript from the Southern Italy town of Gaeta in Lazio, on the border with Campania.",0
394,196,1.0,"the term "" pizza "" was first recorded in the 10th century in a latin manuscript from the southern italy town of gaeta in lazio .",gaeta,What is the name of the southern italy town that first recorded pizza?,gaeta,"The term ""pizza"" was first recorded in the 10th century, in a Latin manuscript from the Southern Italy town of Gaeta in Lazio, on the border with Campania.",0
395,196,1.0,"the term "" pizza "" was first recorded in the 10th century in a latin manuscript from the southern italy town of gaeta in lazio .",lazio,Where is gaeta located?,lazio,"The term ""pizza"" was first recorded in the 10th century, in a Latin manuscript from the Southern Italy town of Gaeta in Lazio, on the border with Campania.",0
396,197,0.0,"yes , it is one of the fastest growing cities in the us .",the us,It is one of the fastest growing cities in what country?,united states,"In July 2013, it was the fastest-growing major city in the United States and remained in the Top 5 in May 2015 with an annual growth rate of 2.1%.",0
397,198,1.0,"i ' m not sure , but i know they relocated to baltimore , maryland .",maryland,Where is baltimore located?,maryland,"In 1963, they relocated to Baltimore, Maryland and became the Baltimore Bullets, taking the name from previous team of the same name.",0
398,199,0.0,"i ' m not sure , but hoarding is also known as "" hoarding """,hoarding,What is another name for hoarding?,[CLS],"""Hoarding"" and ""caching"" are common behaviors in many bird species as well as in rodents.",1
399,200,0.0,linebackers are also known as the versatility of defense .,linebackers,What is another name for the versatility of defense?,[CLS],"Linebackers are often regarded as the most important position in defense, due to their versatility in providing hard hits on running plays or an additional layer of pass protection, when required.",1
400,200,0.0,linebackers are also known as the versatility of defense .,defense,Linebackers are also known as the versatility of what?,providing hard hits on running plays,"Linebackers are often regarded as the most important position in defense, due to their versatility in providing hard hits on running plays or an additional layer of pass protection, when required.",1
401,201,0.0,"i ' m not sure , but the laws of bicycles have been around since the late 19th century .",the late 19th century,Since when have the laws of bicycles been around?,[CLS],Many countries have enacted electric bicycle laws to regulate the use of electric bicycles.,1
402,201,0.0,"i ' m not sure , but the laws of bicycles have been around since the late 19th century .",bicycles,The laws of what have been around since the late 19th century?,[CLS],Many countries have enacted electric bicycle laws to regulate the use of electric bicycles.,1
403,202,0.0,"i don ' t know much about weight loss , but i do know that it ' s important to lose energy .",energy,What is it important to lose?,[CLS],Weight loss occurs when the body is expending more energy in work and metabolism than it is absorbing from food or other nutrients.,0
404,203,0.0,i like apple picking . it ' s one of the world ' s largest farms in the world .,apple picking,What is one of the largest farms in the world?,[CLS],Apple picking is an activity found at apple farms.,1
405,203,0.0,i like apple picking . it ' s one of the world ' s largest farms in the world .,the world,Apple picking is one of the largest farms in what world?,[CLS],Apple picking is an activity found at apple farms.,1
406,203,0.0,i like apple picking . it ' s one of the world ' s largest farms in the world .,largest farms,What is apple picking one of the world's?,[CLS],Apple picking is an activity found at apple farms.,1
407,204,-1.0,"i ' m not sure , but i do know that it ' s a psychoactive system .",NO_Q,NO_Q,NO_Q,Caffeine also stimulates certain portions of the autonomic nervous system.,1
408,205,0.0,"i ' m not sure , but i do know it is regarded as one of the most popular foods of the world .",one,How many of the most popular foods in the world is it?,[CLS],"Since the time of the Roman Empire, broccoli has been considered a uniquely valuable food among Italians.",1
409,206,0.0,"yes , it was based on the capital of texas .",texas,What is the capital of?,[CLS],"It emerged in 1854 to combat the Kansas–Nebraska Act, an act that dissolved the terms of the Missouri Compromise and allowed slave or free status to be decided in the territories by popular sovereignty.",1
410,207,-1.0,i love cats ! they are small and furry .,NO_Q,NO_Q,NO_Q,"The domestic cat (""Felis silvestris catus"" or ""Felis catus"") is a small, typically furry, carnivorous mammal.",0
411,208,0.0,"it is a group of physical , mental , and spiritual practices .",it,"What is a group of physical, mental and spiritual practices?",yoga,"Yoga (; Sanskrit, योगः Listen) is a group of physical, mental, and spiritual practices or disciplines which originated in ancient India.",0
412,208,0.0,"it is a group of physical , mental , and spiritual practices .",a group,"What are physical, mental and spiritual practices?",yoga,"Yoga (; Sanskrit, योगः Listen) is a group of physical, mental, and spiritual practices or disciplines which originated in ancient India.",0
413,208,0.0,"it is a group of physical , mental , and spiritual practices .","physical , mental , and spiritual practices",What is a group of?,[CLS],"Yoga (; Sanskrit, योगः Listen) is a group of physical, mental, and spiritual practices or disciplines which originated in ancient India.",0
414,209,0.0,the original formula was kola nuts and coca leaves .,the original formula,What was kola nuts and coca leaves?,[CLS],"The drink's name refers to two of its original ingredients, which were kola nuts (a source of caffeine) and coca leaves.",0
415,209,1.0,the original formula was kola nuts and coca leaves .,kola nuts,"Along with coca leaves, what was the original formula?",kola nuts,"The drink's name refers to two of its original ingredients, which were kola nuts (a source of caffeine) and coca leaves.",0
416,209,1.0,the original formula was kola nuts and coca leaves .,coca leaves,"Along with kola nuts, what else was used in the original formula?",coca leaves,"The drink's name refers to two of its original ingredients, which were kola nuts (a source of caffeine) and coca leaves.",0
417,210,0.0,i ' m sorry to hear that . it ' s sad that there are more than 30 % of the population .,the population,What is sad that there are more than 30 percent of?,[CLS],"Common environmental factors that contribute to cancer death include tobacco (according to one estimate, accounting for 25–30% of deaths), obesity (30–35%), infections (15–20%), radiation (both ionizing and non-ionizing, up to 10%), lack of physical activity, and environmental pollutants.",1
418,211,0.0,"i ' m not sure , but i do know that florida is known as the southern florida river .",florida,What state is known as the southern florida river?,[CLS],"The Florida Keys are a coral cay archipelago located off the southern coast of Florida, forming the southernmost portion of the continental United States.",1
419,211,0.0,"i ' m not sure , but i do know that florida is known as the southern florida river .",the southern florida river,What is florida known as?,[CLS],"The Florida Keys are a coral cay archipelago located off the southern coast of Florida, forming the southernmost portion of the continental United States.",1
420,212,0.0,"i ' m not sure , but i do know that there are over 100 billion chickens worldwide .",over 100 billion,How many chickens are there in the world?,[CLS],"More than 50 billion chickens are raised annually as a source of food, for both their meat and their eggs.",1
421,213,1.0,"he was born on september 21 , 1947 . he also writes horror and supernatural fiction .","september 21 , 1947",When was he born?,"september 21, 1947","Stephen Edwin King (born September 21, 1947) is an American author of horror, supernatural fiction, suspense, science fiction, and fantasy.",0
422,213,1.0,"he was born on september 21 , 1947 . he also writes horror and supernatural fiction .",september,What month was he born?,september,"Stephen Edwin King (born September 21, 1947) is an American author of horror, supernatural fiction, suspense, science fiction, and fantasy.",0
423,213,0.6666666666666666,"he was born on september 21 , 1947 . he also writes horror and supernatural fiction .",horror and supernatural fiction,What genre of fiction does he write?,supernatural fiction,"Stephen Edwin King (born September 21, 1947) is an American author of horror, supernatural fiction, suspense, science fiction, and fantasy.",0
424,214,0.0,it is the third most widely consumed drink in the world,third,Where does it rank in terms of consumption in the world?,one of the oldest and most widely consumed alcoholic drinks in the world,"Beer is one of the oldest and most widely consumed alcoholic drinks in the world, and the third most popular drink overall after water and tea.",0
425,214,0.0,it is the third most widely consumed drink in the world,the third most widely consumed drink,What is it called in terms of consumption in the world?,alcoholic drinks,"Beer is one of the oldest and most widely consumed alcoholic drinks in the world, and the third most popular drink overall after water and tea.",0
426,215,0.0,"i ' m not sure , but i do know that chinese wine was used in china .",chinese,What type of wine was used in china?,"""grape alcohol"")","Wine (Chinese: ""pútáojiǔ""  ""grape alcohol"") has a long history in China.",0
427,215,0.0,"i ' m not sure , but i do know that chinese wine was used in china .",china,Where was chinese wine used?,[CLS],"Wine (Chinese: ""pútáojiǔ""  ""grape alcohol"") has a long history in China.",0
428,215,0.6666666666666666,"i ' m not sure , but i do know that chinese wine was used in china .",chinese wine,What was used in china?,wine,"Wine (Chinese: ""pútáojiǔ""  ""grape alcohol"") has a long history in China.",0
