,id,response,cand,question,knowledge,knowledge_ans,score
139,60,i know ! i love how the name comes from two original ingredients .,the name,What comes from two original ingredients?,"The drink's name refers to two of its original ingredients, which were kola nuts (a source of caffeine) and coca leaves.",the drink's name,0.6666666666666666
140,60,i know ! i love how the name comes from two original ingredients .,two original ingredients,How does the name come from?,"The drink's name refers to two of its original ingredients, which were kola nuts (a source of caffeine) and coca leaves.",two of its original ingredients,0.7499999999999999
141,61,"i ' m so sorry to hear that . i know it ' s hard to lose someone you love . there are a lot of environmental factors contributing to cancer , such as obesity , infections , and radiation .",a lot,How much of a factor is there contributing to cancer?,"Common environmental factors that contribute to cancer death include tobacco (according to one estimate, accounting for 25–30% of deaths), obesity (30–35%), infections (15–20%), radiation (both ionizing and non-ionizing, up to 10%), lack of physical activity, and environmental pollutants.",,0.0
142,61,"i ' m so sorry to hear that . i know it ' s hard to lose someone you love . there are a lot of environmental factors contributing to cancer , such as obesity , infections , and radiation .",environmental factors,"Obesity, infections and radiation are examples of what that contribute to cancer?","Common environmental factors that contribute to cancer death include tobacco (according to one estimate, accounting for 25–30% of deaths), obesity (30–35%), infections (15–20%), radiation (both ionizing and non-ionizing, up to 10%), lack of physical activity, and environmental pollutants.",environmental factors,1.0
143,61,"i ' m so sorry to hear that . i know it ' s hard to lose someone you love . there are a lot of environmental factors contributing to cancer , such as obesity , infections , and radiation .",cancer,"Obesity, infections, and radiation are all factors that contribute to what?","Common environmental factors that contribute to cancer death include tobacco (according to one estimate, accounting for 25–30% of deaths), obesity (30–35%), infections (15–20%), radiation (both ionizing and non-ionizing, up to 10%), lack of physical activity, and environmental pollutants.",cancer death,0.6666666666666666
144,61,"i ' m so sorry to hear that . i know it ' s hard to lose someone you love . there are a lot of environmental factors contributing to cancer , such as obesity , infections , and radiation .",obesity,"Along with infections and radiation, what other environmental factor contributes to cancer?","Common environmental factors that contribute to cancer death include tobacco (according to one estimate, accounting for 25–30% of deaths), obesity (30–35%), infections (15–20%), radiation (both ionizing and non-ionizing, up to 10%), lack of physical activity, and environmental pollutants.",obesity,1.0
145,61,"i ' m so sorry to hear that . i know it ' s hard to lose someone you love . there are a lot of environmental factors contributing to cancer , such as obesity , infections , and radiation .",infections,"Along with obesity, radiation and radiation, what environmental factor contributes to cancer?","Common environmental factors that contribute to cancer death include tobacco (according to one estimate, accounting for 25–30% of deaths), obesity (30–35%), infections (15–20%), radiation (both ionizing and non-ionizing, up to 10%), lack of physical activity, and environmental pollutants.",infections,1.0
146,61,"i ' m so sorry to hear that . i know it ' s hard to lose someone you love . there are a lot of environmental factors contributing to cancer , such as obesity , infections , and radiation .",radiation,"Obesity, infections, and what other factor contribute to cancer?","Common environmental factors that contribute to cancer death include tobacco (according to one estimate, accounting for 25–30% of deaths), obesity (30–35%), infections (15–20%), radiation (both ionizing and non-ionizing, up to 10%), lack of physical activity, and environmental pollutants.",,0.0
147,62,"i ' m not sure , but i do know that the keys is an archipelago in the southern portion of florida",florida,In what state are the keys located?,"The Florida Keys are a coral cay archipelago located off the southern coast of Florida, forming the southernmost portion of the continental United States.",florida,1.0
148,62,"i ' m not sure , but i do know that the keys is an archipelago in the southern portion of florida",the keys,What archipelago is in the southern part of florida?,"The Florida Keys are a coral cay archipelago located off the southern coast of Florida, forming the southernmost portion of the continental United States.",the florida keys,0.6666666666666666
149,62,"i ' m not sure , but i do know that the keys is an archipelago in the southern portion of florida",an archipelago,What is the Keys?,"The Florida Keys are a coral cay archipelago located off the southern coast of Florida, forming the southernmost portion of the continental United States.",a coral cay archipelago,0.5
150,62,"i ' m not sure , but i do know that the keys is an archipelago in the southern portion of florida",the southern portion,Where are the keys located in florida?,"The Florida Keys are a coral cay archipelago located off the southern coast of Florida, forming the southernmost portion of the continental United States.",off the southern coast,0.4
151,63,"i ' m not sure , but i do know that over 50 billion of them are raised for meat and eggs .",over 50 billion,How many of them are raised for meat and eggs?,"More than 50 billion chickens are raised annually as a source of food, for both their meat and their eggs.",50 billion,0.8
152,63,"i ' m not sure , but i do know that over 50 billion of them are raised for meat and eggs .",meat,"Besides eggs, what else are over 50 billion of them raised for?","More than 50 billion chickens are raised annually as a source of food, for both their meat and their eggs.",meat,1.0
153,63,"i ' m not sure , but i do know that over 50 billion of them are raised for meat and eggs .",eggs,Over 50 billion of them are raised for meat and what else?,"More than 50 billion chickens are raised annually as a source of food, for both their meat and their eggs.",eggs,1.0
154,64,he was born in 1947 ! he is also an author of supernatural fiction and science fiction .,1947,When was he born?,"Stephen Edwin King (born September 21, 1947) is an American author of horror, supernatural fiction, suspense, science fiction, and fantasy.","september 21, 1947",0.5
155,64,he was born in 1947 ! he is also an author of supernatural fiction and science fiction .,he,Who is an author of supernatural fiction and science fiction?,"Stephen Edwin King (born September 21, 1947) is an American author of horror, supernatural fiction, suspense, science fiction, and fantasy.",stephen edwin king,0.0
156,64,he was born in 1947 ! he is also an author of supernatural fiction and science fiction .,science fiction,"Along with supernatural fiction, what genre of fiction does he write?","Stephen Edwin King (born September 21, 1947) is an American author of horror, supernatural fiction, suspense, science fiction, and fantasy.",horror,0.0
157,65,"yes it is , it is the most consumed alcoholic drink in the whole world",the whole world,Alcohol is the most consumed drink in what world?,"Beer is one of the oldest and most widely consumed alcoholic drinks in the world, and the third most popular drink overall after water and tea.",[CLS],0.0
158,66,wine has been around for a long time in china,china,Wine has been around for a long time in what country?,"Wine (Chinese: ""pútáojiǔ""  ""grape alcohol"") has a long history in China.",china,1.0
159,66,wine has been around for a long time in china,wine,What beverage has been around for a long time in china?,"Wine (Chinese: ""pútáojiǔ""  ""grape alcohol"") has a long history in China.",wine,1.0
160,66,wine has been around for a long time in china,a long time,How long has wine been around in china?,"Wine (Chinese: ""pútáojiǔ""  ""grape alcohol"") has a long history in China.",long,0.6666666666666666
161,67,"i would have to say pokemon , its one of my favorite games of all time .",NO_Q,NO_Q,"Nintendo is one of the world's largest video game companies by market capitalization, creating some of the best-known and top-selling video game franchises, such as ""Mario"", ""The Legend of Zelda"", and ""Pokémon"".",NO_Q,-1.0
162,68,"i ' m not really a big fan of heavy metal myself , but there are a lot of bands that are considered heavy metal , like black sabbath , deep purple , etc .",heavy metal,Black Sabath is an example of what kind of band?,"In 1968, three of the genre's most famous acts, Led Zeppelin, Black Sabbath and Deep Purple were founded.",[CLS],0.0
163,68,"i ' m not really a big fan of heavy metal myself , but there are a lot of bands that are considered heavy metal , like black sabbath , deep purple , etc .",black sabbath,What is one band that is considered heavy metal?,"In 1968, three of the genre's most famous acts, Led Zeppelin, Black Sabbath and Deep Purple were founded.",black sabbath,1.0
164,68,"i ' m not really a big fan of heavy metal myself , but there are a lot of bands that are considered heavy metal , like black sabbath , deep purple , etc .",deep purple,"Along with black sabbath, what band is considered heavy metal?","In 1968, three of the genre's most famous acts, Led Zeppelin, Black Sabbath and Deep Purple were founded.",led zeppelin,0.0
165,69,michael phelps is a great swimmer . he was born in 1985 .,michael phelps,Who is a great swimmer?,"Michael Fred Phelps II (born June 30, 1985) is an American retired competitive swimmer and the most successful and most decorated Olympian of all time, with a total of 28 medals.",[CLS],0.0
166,69,michael phelps is a great swimmer . he was born in 1985 .,1985,When was he born?,"Michael Fred Phelps II (born June 30, 1985) is an American retired competitive swimmer and the most successful and most decorated Olympian of all time, with a total of 28 medals.","june 30, 1985",0.5
167,69,michael phelps is a great swimmer . he was born in 1985 .,a great swimmer,What is michael phelps known for?,"Michael Fred Phelps II (born June 30, 1985) is an American retired competitive swimmer and the most successful and most decorated Olympian of all time, with a total of 28 medals.",retired competitive swimmer,0.4
168,70,that ' s right ! the first game show was called spelling bee in 1938 !,first,What game show was called spelling bee?,"The very first television game show, ""Spelling Bee"", was broadcast in 1938.","""spelling bee"",",0.0
169,70,that ' s right ! the first game show was called spelling bee in 1938 !,1938,When was the first spelling bee?,"The very first television game show, ""Spelling Bee"", was broadcast in 1938.",1938,1.0
170,70,that ' s right ! the first game show was called spelling bee in 1938 !,the first game show,What was the spelling bee?,"The very first television game show, ""Spelling Bee"", was broadcast in 1938.",the very first television game show,0.7499999999999999
171,71,he was born in 1991 and is a songwriter and guitarist .,1991,When was he born?,"Edward Christopher Sheeran, (born 17 February 1991) is an English singer, songwriter, guitarist, and record producer.",17 february 1991,0.5
172,71,he was born in 1991 and is a songwriter and guitarist .,he,Who is a songwriter and guitarist?,"Edward Christopher Sheeran, (born 17 February 1991) is an English singer, songwriter, guitarist, and record producer.",edward christopher sheeran,0.0
173,71,he was born in 1991 and is a songwriter and guitarist .,a songwriter,"Along with a guitarist, what else is he known for?","Edward Christopher Sheeran, (born 17 February 1991) is an English singer, songwriter, guitarist, and record producer.",songwriter,1.0
174,71,he was born in 1991 and is a songwriter and guitarist .,guitarist,"Along with being a songwriter, what else is he known for?","Edward Christopher Sheeran, (born 17 February 1991) is an English singer, songwriter, guitarist, and record producer.",singer,0.0
175,72,"in 2011 , he independently released an extended play .",2011,When did he release an extended play?,"In early 2011, Sheeran independently released the extended play, ""No.",2011,1.0
176,72,"in 2011 , he independently released an extended play .",he,Who released an extended play in 2011?,"In early 2011, Sheeran independently released the extended play, ""No.",sheeran,0.0
177,72,"in 2011 , he independently released an extended play .",an extended play,What did he release in 2011?,"In early 2011, Sheeran independently released the extended play, ""No.","""no.",0.0
178,73,"yes , it does have a lot of history . it ' s also the birthplace for western philosophy and olympic games .",a lot,How much history does the city have?,"Greece is considered the cradle of Western civilization, being the birthplace of democracy, Western philosophy, the Olympic Games, Western literature, historiography, political science, major scientific and mathematical principles, and Western drama.",[CLS],0.0
179,73,"yes , it does have a lot of history . it ' s also the birthplace for western philosophy and olympic games .",history,What does the city have a lot of?,"Greece is considered the cradle of Western civilization, being the birthplace of democracy, Western philosophy, the Olympic Games, Western literature, historiography, political science, major scientific and mathematical principles, and Western drama.",[CLS],0.0
180,73,"yes , it does have a lot of history . it ' s also the birthplace for western philosophy and olympic games .",the birthplace,What is the place for western philosophy and olympic games?,"Greece is considered the cradle of Western civilization, being the birthplace of democracy, Western philosophy, the Olympic Games, Western literature, historiography, political science, major scientific and mathematical principles, and Western drama.",greece,0.0
181,73,"yes , it does have a lot of history . it ' s also the birthplace for western philosophy and olympic games .",olympic games,"Along with western philosophy, what sporting event is held here?","Greece is considered the cradle of Western civilization, being the birthplace of democracy, Western philosophy, the Olympic Games, Western literature, historiography, political science, major scientific and mathematical principles, and Western drama.",olympic games,1.0
182,74,do you like your steaks grilled or pan fried ?,NO_Q,NO_Q,"Steaks are usually grilled, but they can be pan-fried, or broiled.",NO_Q,-1.0
183,75,brewing has been a part of the western economy since the 19th century !,the 19th century,Since when has brewing been a part of the western economy?,Since the nineteenth century the brewing industry has been part of most western economies.,nineteenth century,0.5
184,75,brewing has been a part of the western economy since the 19th century !,brewing,What has been a part of the western economy since the 19th century?,Since the nineteenth century the brewing industry has been part of most western economies.,the brewing industry,0.6666666666666666
185,75,brewing has been a part of the western economy since the 19th century !,the western economy,What has brewing been a part of since the 19th century?,Since the nineteenth century the brewing industry has been part of most western economies.,most western economies,0.4
186,76,it can be made in a liquid or block .,a liquid,"Besides a block, what else can be used to make a sandwich?","It is made in the form of a liquid, paste, or in a block, or used as a flavoring ingredient in other foods.","[CLS] besides a block, what else can be used to make a sandwich?[SEP] it is made in the form of a liquid, paste",0.10526315789473684
187,76,it can be made in a liquid or block .,block,"Along with a liquid, what can be used to make a sandwich?","It is made in the form of a liquid, paste, or in a block, or used as a flavoring ingredient in other foods.",[CLS],0.0
188,77,"yes , ethical vegans are people who don ' t use any animal products at all .",ethical vegans,What are people who don' t use any animal products?,"The term ""ethical vegan"" is often applied to those who not only follow a vegan diet but extend the philosophy into other areas of their lives, and oppose the use of animals for any purpose.",[CLS],0.0
189,77,"yes , ethical vegans are people who don ' t use any animal products at all .",any animal products,What do ethical vegans don't use?,"The term ""ethical vegan"" is often applied to those who not only follow a vegan diet but extend the philosophy into other areas of their lives, and oppose the use of animals for any purpose.",animals,0.0
190,78,i ' ve heard of it . it ' s a protein that is produced by bacteria .,a protein,What does bacteria produce?,"Botulinum toxin (BTX) is a neurotoxic protein produced by the bacterium ""Clostridium botulinum"" and related species.",neurotoxic protein,0.6666666666666666
191,78,i ' ve heard of it . it ' s a protein that is produced by bacteria .,bacteria,What is a protein produced by?,"Botulinum toxin (BTX) is a neurotoxic protein produced by the bacterium ""Clostridium botulinum"" and related species.",[CLS],0.0
192,79,"well , it was originally named after a greek city called syracuse , which was located in sicily .",greek,What language was syracuse?,"Syracuse was named after the original Greek city Syracuse (Siracusa in Italian), a city on the eastern coast of the Italian island of Sicily.",italian,0.0
193,79,"well , it was originally named after a greek city called syracuse , which was located in sicily .",a greek city,What is syracuse?,"Syracuse was named after the original Greek city Syracuse (Siracusa in Italian), a city on the eastern coast of the Italian island of Sicily.",a city on the eastern coast of the italian island of sicily,0.1818181818181818
194,79,"well , it was originally named after a greek city called syracuse , which was located in sicily .",syracuse,What was the original name of the city in sicily?,"Syracuse was named after the original Greek city Syracuse (Siracusa in Italian), a city on the eastern coast of the Italian island of Sicily.",[CLS],0.0
195,80,"yeah , as a kid he cared for animals like snakes , armadillos , and even alligators !",a kid,As what age did he care for animals like snakes?,"As a child, Ross entertained himself by caring for injured animals, purportedly including an armadillo, snake, and alligator.",child,0.0
196,80,"yeah , as a kid he cared for animals like snakes , armadillos , and even alligators !",he,Who cared for snakes and alligators as a kid?,"As a child, Ross entertained himself by caring for injured animals, purportedly including an armadillo, snake, and alligator.",ross,0.0
197,80,"yeah , as a kid he cared for animals like snakes , armadillos , and even alligators !",animals,What did he care for as a kid?,"As a child, Ross entertained himself by caring for injured animals, purportedly including an armadillo, snake, and alligator.",injured animals,0.6666666666666666
198,80,"yeah , as a kid he cared for animals like snakes , armadillos , and even alligators !",snakes,"Along with armadillos and alligators, what animal did he care for as a kid?","As a child, Ross entertained himself by caring for injured animals, purportedly including an armadillo, snake, and alligator.",snake,0.0
199,80,"yeah , as a kid he cared for animals like snakes , armadillos , and even alligators !",armadillos,"Along with snakes and alligators, what other animal did he care for as a kid?","As a child, Ross entertained himself by caring for injured animals, purportedly including an armadillo, snake, and alligator.",armadillo,0.0
200,81,exactly . shift work also increases the chance of developing disorders .,shift work,What type of work increases the chance of developing disorders?,Shift work increases the risk for the development of many disorders.,shift work,1.0
201,81,exactly . shift work also increases the chance of developing disorders .,disorders,What does shift work increase the chance of developing?,Shift work increases the risk for the development of many disorders.,many disorders,0.6666666666666666
202,82,the modern inline skate was developed for ice skating,the modern inline skate,What was developed for ice skating?,"The modern style of inline skates was developed as a substitute for ice skates, for use by a Russian athlete training on solid ground for Olympic long track speed skating events.",[CLS],0.0
203,82,the modern inline skate was developed for ice skating,ice skating,What was the modern inline skate developed for?,"The modern style of inline skates was developed as a substitute for ice skates, for use by a Russian athlete training on solid ground for Olympic long track speed skating events.",as a substitute for ice skates,0.28571428571428575
204,83,"that ' s awesome ! the company was named after thomas lippton , the founder .",thomas lippton,Who was the founder of the company?,The company is named after its founder Thomas Lipton.,thomas lipton,0.5
205,83,"that ' s awesome ! the company was named after thomas lippton , the founder .",the company,What was named after thomas lippton?,The company is named after its founder Thomas Lipton.,the company,1.0
206,83,"that ' s awesome ! the company was named after thomas lippton , the founder .",the founder,Who was thomas lippton?,The company is named after its founder Thomas Lipton.,founder,1.0
207,84,"they fall into 3 categories , purely decorative , symbolic , and pictorial",3,How many categories do they fall into?,Tattoos fall into three broad categories: purely decorative (with no specific meaning); symbolic (with a specific meaning pertinent to the wearer); pictorial (a depiction of a specific person or item).,three,0.0
208,85,i ' ve never seen them live but i know they were formed in 1983 in la .,1983,When were they formed?,Red Hot Chili Peppers are an American funk rock band formed in Los Angeles in 1983.,1983,1.0
209,85,i ' ve never seen them live but i know they were formed in 1983 in la .,la,Where was the band formed?,Red Hot Chili Peppers are an American funk rock band formed in Los Angeles in 1983.,los angeles,0.0
210,86,"i ' m not sure when it became popular , but it originated in the 19th century in england .",the 19th century,When did it first become popular?,Brunch originated in England in the late 19th century and became popular in the United States in the 1930s.,1930s,0.0
211,86,"i ' m not sure when it became popular , but it originated in the 19th century in england .",england,Where did it originate?,Brunch originated in England in the late 19th century and became popular in the United States in the 1930s.,england,1.0
212,87,"i ' m not sure , but i do know that she wrote six full length novels .",six,How many full length novels did she write?,"Her six full-length novels have rarely been out of print, although they were published anonymously and brought her moderate success and little fame during her lifetime.",six,1.0
213,88,i ' m the opposite . i like cream because it has high fat levels .,cream,What type of food has high fat levels?,Cream has high levels of saturated fat.,[CLS],0.0
214,88,i ' m the opposite . i like cream because it has high fat levels .,high fat levels,What does cream have in it?,Cream has high levels of saturated fat.,saturated fat,0.4
215,89,you should ! beets are also used for medicinal purposes .,you,Who should eat beets?,"Other than as a food, beets have use as a food colouring and as a medicinal plant.",[CLS],0.0
216,89,you should ! beets are also used for medicinal purposes .,beets,What is used for medicinal purposes?,"Other than as a food, beets have use as a food colouring and as a medicinal plant.",beets,1.0
217,89,you should ! beets are also used for medicinal purposes .,medicinal purposes,What are beets also used for?,"Other than as a food, beets have use as a food colouring and as a medicinal plant.",medicinal plant,0.5
218,90,i did not read them but i do know that it was published in 1978 .,1978,When was the book published?,"Published since 1978, it chronicles the life of the title character, the cat Garfield; Jon Arbuckle, his owner; and Jon's dog, Odie.",1978,1.0
219,91,it ' s a play that was one of the most popular in his lifetime,his lifetime,During what span of time was the play one of the most popular?,"It was among Shakespeare's most popular plays during his lifetime and along with ""Hamlet"", is one of his most frequently performed plays.",lifetime,0.6666666666666666
220,92,have you ever heard of the rolling stone ? they were formed in 1962 in london .,1962,When were the rolling stone formed?,"The Rolling Stones are an English rock band formed in London, England in 1962.",1962,1.0
221,92,have you ever heard of the rolling stone ? they were formed in 1962 in london .,london,Where were the rolling stone formed?,"The Rolling Stones are an English rock band formed in London, England in 1962.","london, england",0.6666666666666666
222,92,have you ever heard of the rolling stone ? they were formed in 1962 in london .,the rolling stone,What was formed in 1962 in london?,"The Rolling Stones are an English rock band formed in London, England in 1962.",the rolling stones,0.5
223,93,"i ' m not sure , but i know he published his first poetry book in 1945 .",1945,When was his first book published?,"His first book of poetry, ""The North Ship"", was published in 1945, followed by two novels, ""Jill"" (1946) and ""A Girl in Winter"" (1947), and he came to prominence in 1955 with the publication of his second collection of poems, ""The Less Deceived"", followed by ""The Whitsun Weddings"" (1964) and ""High Windows"" (1974).",1945,1.0
224,93,"i ' m not sure , but i know he published his first poetry book in 1945 .",his first poetry book,What did he publish in 1945?,"His first book of poetry, ""The North Ship"", was published in 1945, followed by two novels, ""Jill"" (1946) and ""A Girl in Winter"" (1947), and he came to prominence in 1955 with the publication of his second collection of poems, ""The Less Deceived"", followed by ""The Whitsun Weddings"" (1964) and ""High Windows"" (1974).","""the north ship"",",0.0
225,94,i know ! it ' s crazy how much people appreciate it for its aroma and its juicy texture .,its aroma,"Aside from its juicy texture, what else does a lot of people appreciate it for?","The fruit is widely appreciated for its characteristic aroma, bright red color, juicy texture, and sweetness.",,0.0
226,94,i know ! it ' s crazy how much people appreciate it for its aroma and its juicy texture .,its juicy texture,"Aside from its aroma, what else makes it so popular?","The fruit is widely appreciated for its characteristic aroma, bright red color, juicy texture, and sweetness.",bright red color,0.0
227,95,yeah he started weight training when he was 15 !,15,At what age did he start weight training?,Schwarzenegger began weight training at the age of 15.,15,1.0
228,95,yeah he started weight training when he was 15 !,weight training,What did he start doing when he was 15?,Schwarzenegger began weight training at the age of 15.,weight training,1.0
229,96,i know a little bit . his power is mainly superhuman speeds .,his power,What is mainly superhuman speeds?,His power consists mainly of superhuman speed.,[CLS],0.0
230,96,i know a little bit . his power is mainly superhuman speeds .,superhuman speeds,His power is mainly what?,His power consists mainly of superhuman speed.,superhuman speed,0.5
231,97,yea videos deemed inappropriate are only available for registered users to affirm their age .,yea videos,What kind of videos are only available to registered users?,Videos deemed potentially inappropriate are available only to registered users affirming themselves to be at least 18 years old.,potentially inappropriate,0.0
232,97,yea videos deemed inappropriate are only available for registered users to affirm their age .,registered users,Who can view inappropriate yea videos?,Videos deemed potentially inappropriate are available only to registered users affirming themselves to be at least 18 years old.,registered users,1.0
233,97,yea videos deemed inappropriate are only available for registered users to affirm their age .,their age,What are yea videos only available for registered users to affirm?,Videos deemed potentially inappropriate are available only to registered users affirming themselves to be at least 18 years old.,[CLS] what are yea videos only available for registered users to affirm?[SEP] videos deemed potentially inappropriate are available only to registered users affirming themselves to be at least 18 years old,0.0
234,98,i know that it takes roots from folk music .,NO_Q,NO_Q,It takes its roots from genres such as folk music (especially Appalachian folk music) and blues.,NO_Q,-1.0
235,99,the job also requires a lot of friendly interaction with the customer,the job,What requires a lot of friendly interaction with the customer?,"The position also requires tellers to be friendly and interact with the customers, providing them with information about customers' accounts and bank services.",[CLS],0.0
236,99,the job also requires a lot of friendly interaction with the customer,a lot,How much friendly interaction with the customer does the job require?,"The position also requires tellers to be friendly and interact with the customers, providing them with information about customers' accounts and bank services.",[CLS],0.0
237,99,the job also requires a lot of friendly interaction with the customer,friendly interaction,What does the job also require a lot of?,"The position also requires tellers to be friendly and interact with the customers, providing them with information about customers' accounts and bank services.",,0.0
238,99,the job also requires a lot of friendly interaction with the customer,the customer,Who does the job require a lot of friendly interaction with?,"The position also requires tellers to be friendly and interact with the customers, providing them with information about customers' accounts and bank services.",the customers,0.0
239,100,you definitely should ! he was also in taxi and fever pitch .,you,Who should definitely take a taxi?,"He left the program for the film industry, starring in films such as ""Taxi"" (2004) and ""Fever Pitch"" (2005).",[CLS],0.0
240,100,you definitely should ! he was also in taxi and fever pitch .,he,Who was also in a taxi and fever pitch?,"He left the program for the film industry, starring in films such as ""Taxi"" (2004) and ""Fever Pitch"" (2005).",[CLS],0.0
241,100,you definitely should ! he was also in taxi and fever pitch .,taxi and fever pitch,What was he also in?,"He left the program for the film industry, starring in films such as ""Taxi"" (2004) and ""Fever Pitch"" (2005).",films,0.0
242,101,i do not like her either . she was the winner in the 4th season of american idol .,american idol,Which show did she win on season 4?,"She rose to fame as the winner of the fourth season of ""American Idol"", in 2005.","""american idol"",",1.0
243,102,i remember watching it when it was first broadcast in 1960 .,1960,When was it first broadcast?,"It was originally broadcast from September 30, 1960, to April 1, 1966, in a prime time schedule, the first such instance for an animated series.","september 30, 1960",0.5
244,103,"i ' m not sure , but he was born in 1813",1813,When was he born?,"Henry Bergh was born August 29, 1813, in New York City.","august 29, 1813",0.5
245,104,"yeah , its a pretty cool story . it follows a gang of criminals .",criminals,What gang does the story follow?,"The story follows a group of criminals in three fictionalised versions of US cities as they perform bank robberies, assassinations, and other crimes for their respective syndicates.",criminals,1.0
246,105,it was almost canceled due to a production issue .,a production issue,Why was the show almost canceled?,"However, it was nearly cancelled due to production issues.",production issues,0.5
247,106,horses have been domesticated since 4000 bc .,horses,What animals have been domesticated since 4000 bc?,"Humans began to domesticate horses around 4000 BC, and their domestication is believed to have been widespread by 3000 BC.",horses,1.0
248,106,horses have been domesticated since 4000 bc .,4000 bc,Since when have horses been domesticated?,"Humans began to domesticate horses around 4000 BC, and their domestication is believed to have been widespread by 3000 BC.",4000 bc,1.0
249,107,that ' s cool . i ' m a big fan of robert williams . he was born in 1987 .,robert williams,Who is a big fan of?,"Robert Rihmeek Williams (born May 6, 1987), known professionally as Meek Mill, is an American rapper and songwriter.",[CLS],0.0
250,107,that ' s cool . i ' m a big fan of robert williams . he was born in 1987 .,1987,When was robert williams born?,"Robert Rihmeek Williams (born May 6, 1987), known professionally as Meek Mill, is an American rapper and songwriter.","may 6, 1987",0.5
251,108,the word corona is a latin word for crown,crown,What does the word corona mean?,"The word """"corona"""" is Latin for ""crown"", a reference to an earlier vehicle Toyota offered called the Toyota Crown.","""crown"",",1.0
252,109,that is true . there are 800 languages spoken in the city .,800,How many languages are spoken in the city?,"The city and its metropolitan area constitute the premier gateway for legal immigration to the United States, and as many as 800 languages are spoken in New York, making it the most linguistically diverse city in the world.",800,1.0
253,110,"i ' ve heard of warhammer , but never played it . it ' s been around since 1987 .",1987,Warhammer has been around since what year?,"""Warhammer 40,000"" was created by Rick Priestley in 1987 as the futuristic companion to ""Warhammer Fantasy Battle"", sharing many game mechanics.",[CLS],0.0
254,110,"i ' ve heard of warhammer , but never played it . it ' s been around since 1987 .",warhammer,What game has been around since 1987?,"""Warhammer 40,000"" was created by Rick Priestley in 1987 as the futuristic companion to ""Warhammer Fantasy Battle"", sharing many game mechanics.","""warhammer 40,000""",0.6666666666666666
255,111,"i ' m not sure when it aired , but it was one of the most popular tv programs in 2006 - 2007 .",2006 - 2007,When was it one of the most popular tv shows?,"As a result, the series became the world's most popular television program among all genres in 2006 and 2007, according to the magazine ""Television Business International"", reaching the Top 10 in 17 countries.",2006 and 2007,0.8
256,111,"i ' m not sure when it aired , but it was one of the most popular tv programs in 2006 - 2007 .",the most popular tv programs,What was American Idol one of in 2006-2007?,"As a result, the series became the world's most popular television program among all genres in 2006 and 2007, according to the magazine ""Television Business International"", reaching the Top 10 in 17 countries.",genres,0.0
257,112,"well , traditionally wedding cake was made to make good luck for the couple and guests .",wedding cake,What was traditionally made to make good luck for the couple and their guests?,"Traditionally, wedding cakes were made to bring good luck to all guests and the couple.",wedding cakes,0.5
258,112,"well , traditionally wedding cake was made to make good luck for the couple and guests .",guests,Wedding cake was traditionally made to make good luck for the couple and who else?,"Traditionally, wedding cakes were made to bring good luck to all guests and the couple.",all guests,0.6666666666666666
259,113,alan freed started playing the music style in 1951 .,1951,When did alan freed start playing music?,"In 1951, Cleveland-based disc jockey Alan Freed began playing this music style while popularizing the term ""rock and roll"" to describe it.",1951,1.0
260,113,alan freed started playing the music style in 1951 .,the music style,What did alan freed start playing in 1951?,"In 1951, Cleveland-based disc jockey Alan Freed began playing this music style while popularizing the term ""rock and roll"" to describe it.","""rock and roll""",0.0
261,114,"i ' ve never seen it , but i know james cameron directed it .",james cameron,Who directed the film?,"Titanic is a 1997 American epic romance-disaster film directed, written, co-produced and co-edited by James Cameron.",james cameron,1.0
262,115,fog is a low lying cloud that is influenced by water,fog,What is a low lying cloud that is influenced by water?,"Fog can be considered a type of low-lying cloud and is heavily influenced by nearby bodies of water, topography, and wind conditions.",fog,1.0
263,115,fog is a low lying cloud that is influenced by water,a low lying cloud,What type of cloud is fog?,"Fog can be considered a type of low-lying cloud and is heavily influenced by nearby bodies of water, topography, and wind conditions.",low-lying,0.0
264,115,fog is a low lying cloud that is influenced by water,water,What is fog influenced by?,"Fog can be considered a type of low-lying cloud and is heavily influenced by nearby bodies of water, topography, and wind conditions.","nearby bodies of water, topography, and wind conditions",0.2222222222222222
265,116,horses have been domesticated since 4000 bc .,horses,What animals have been domesticated since 4000 bc?,"Humans began to domesticate horses around 4000 BC, and their domestication is believed to have been widespread by 3000 BC.",horses,1.0
266,116,horses have been domesticated since 4000 bc .,4000 bc,Since when have horses been domesticated?,"Humans began to domesticate horses around 4000 BC, and their domestication is believed to have been widespread by 3000 BC.",4000 bc,1.0
267,117,stevia is a sugar substitute that is extracted from leaves of plant species .,stevia,What is a sugar substitute extracted from leaves of plant species?,"Stevia () is a sweetener and sugar substitute extracted from the leaves of the plant species ""Stevia rebaudiana"".",stevia,1.0
268,117,stevia is a sugar substitute that is extracted from leaves of plant species .,a sugar substitute,What is stevia?,"Stevia () is a sweetener and sugar substitute extracted from the leaves of the plant species ""Stevia rebaudiana"".",a sweetener and sugar substitute,0.6666666666666666
269,117,stevia is a sugar substitute that is extracted from leaves of plant species .,leaves,Stevia is extracted from what part of plants?,"Stevia () is a sweetener and sugar substitute extracted from the leaves of the plant species ""Stevia rebaudiana"".",leaves,1.0
