,id,response,knowledge,Q2_no_nli,Q2,label
149,149,"i love gardening , it is considered a relaxing activity .",Gardening is considered by many people to be a relaxing activity.,1.0,1.0,0
150,150,he was born on pbs and aired on pbs in 1994 .,"He was the creator and host of ""The Joy of Painting"", an instructional television program that aired from 1983 to 1994 on PBS in the United States, and also aired in Canada, Latin America, and Europe.",0.0,0.0,1
151,151,"there are three categories of finance , corporate finance , and personal finance .","Finance can be broken into three sub-categories: public finance, corporate finance and personal finance.",1.0,1.0,0
152,152,"i ' ve never heard of that , but i do know that it ' s been around since the early 2000 ' s .","Penguin Random House employs more than 10,000 people globally.",0.0,0.0,1
153,153,tennis is a racket sport played individually against a single opponent,Tennis is a racket sport that can be played individually against a single opponent (singles) or between two teams of two players each (doubles).,1.0,1.0,1
154,154,red hair occurs naturally in 1 - 2 % of the population .,Red hair (or ginger hair) occurs naturally in 1–2% of the human population.,0.2222222222222222,0.6666666666666666,0
155,155,"i ' m not sure , but i know it ' s based on the university of massachusetts .",Trump was born and grew up in the New York City borough of Queens and earned an economics degree from the Wharton School of the University of Pennsylvania.,0.3333333333333333,0.0,1
156,156,"i ' m not sure , but they formed in liverpool in 1960 .",The Beatles were an English rock band formed in Liverpool in 1960.,0.6666666666666666,0.6666666666666666,0
157,157,they were first popularized in the united states during the 1930s .,"Although some origins in 18th century Japan and 1830s Europe, comic books were first popularized in the United States during the 1930s.",0.6666666666666666,0.6666666666666666,0
158,158,i don ' t know much about dc comics but i do know that elements of comics include speech bubbles and characters .,"The key elements of comic books include panels, balloons (speech bubbles), text (lines), and characters.",0.16666666666666666,0.5,0
159,159,"that is true , there are many international versions that have been shown as "" top chef "" .","Numerous international adaptations of ""Top Chef"" have also been produced.",0.0,0.0,0
160,160,"yes it is . it can also include meditation , anxiety , and anxiety .","Meditation may be used to reduce stress, anxiety, depression, and pain.",0.0,0.0,1
161,161,i ' m not sure but it ' s the 8th most popular newspaper in the us .,"As of September 2016, it had the largest combined print-and-digital circulation of any daily newspaper in the United States.",0.0,0.0,1
162,162,there are more than 2 billion people worldwide worldwide .,Today there are more than two billion Christians worldwide.,0.0,0.0,0
163,163,"they have been around for a long time , since 1854 .","Sephora first launched in Paris on August 14, 1969.",0.0,0.0,1
164,164,have you ever watched scream ? it was directed by wes craven .,Scream is a 1996 American slasher film directed by Wes Craven and written by Kevin Williamson.,1.0,1.0,0
165,165,she was born in 1968 and raised in new york city .,"Born and raised in Michigan, Madonna moved to New York City in 1978 to pursue a career in modern dance.",0.0,0.0,1
166,166,"yes , there are many different types of cheese .",Hundreds of types of cheese from various countries are produced.,1.0,1.0,0
167,167,purple is my favorite color . it is intermediate between blue and red .,Purple is a color intermediate between blue and red.,0.6111111111111112,0.6111111111111112,1
168,168,"i ' m not sure , but i do know that it ' s an accelerated jd program .","Although most law schools only offer the traditional three-year program, several U.S. law schools offer an Accelerated JD program.",0.4,0.4,1
169,169,it ' s hard to believe that vegetarianism was originally connected to the idea of nonviolence toward animals .,"In both instances the diet was closely connected with the idea of nonviolence toward animals (called ""ahimsa"" in India), and was promoted by religious groups and philosophers.",0.0,0.0,0
170,170,"yes , they are similar to scotch pancakes , which are different types of pancakes .",American pancakes are similar to Scotch pancakes or drop scones.,0.28571428571428575,0.7857142857142858,0
171,171,nashville is the capital and most populous city of tennessee .,Nashville () is the capital and most populous city of the U.S. state of Tennessee and the seat of Davidson County.,1.0,1.0,0
172,172,"i ' m not sure , but i do know that it is a recreational activity .","Snorkeling is a popular recreational activity, particularly at tropical resort locations.",0.4,0.4,0
173,173,"the first generation iphone was released on june 29 , 2007 .","The first-generation iPhone was released on June 29, 2007, and there have been multiple new hardware iterations with new iOS releases since.",0.7999999999999999,1.0,0
174,174,sleep is a key component in the skeletal system .,"During sleep, most of the body's systems are in an anabolic state, helping to restore the immune, nervous, skeletal, and muscular systems; these are vital processes that maintain mood, memory, and cognitive performance, and play a large role in the function of the endocrine and immune systems.",0.0,0.0,1
175,175,"i ' m not sure , but it ' s a wide range of resources , services , and services .","The Internet carries a vast range of information resources and services, such as the inter-linked hypertext documents and applications of the World Wide Web (WWW), electronic mail, telephony, and file sharing.",0.5,0.6666666666666666,0
176,176,tea is the most widely consumed drink in the world .,"After water, it is the most widely consumed drink in the world.",0.6666666666666666,0.6666666666666666,1
177,177,"it is similar to soap opera , latin america and latin america .","A telenovela ( or ; , ), ) is a type of limited-run television serial drama or soap opera produced primarily in Latin America.",0.0,0.0,1
178,178,"im not sure but i do know that the term "" gender "" can be used to describe the role of a child ' s gender .","The term may also be applied to the broader process of changing gender role (""living as a woman"" instead of living as a man, or vice versa), including but not necessarily limited to medical procedures.",0.0,0.0,1
179,179,"yes , they are the fastest dogs to cross - breed .",They are an ever-changing cross-breed of the fastest dogs.,0.0,0.0,1
180,180,"i ' m not sure , but it ' s been around since 1953 .","Originally designed as a show car for the 1953 Motorama display at the New York Auto Show, it generated enough interest to induce GM to make a production version to sell to the public.",1.0,1.0,0
181,181,i love the flintstones ! it was created by hanna - barbera .,The Flintstones is an American animated sitcom produced by Hanna-Barbera for ABC.,0.0,0.0,0
182,182,"that ' s awesome ! i ' ve never heard of them , but i do know that they ' ve been around for a long time .","The series takes place in a romanticized Stone Age setting, depicts the lives of the titular characters and their next-door neighbors and best friends.",0.0,0.0,1
183,183,she really is . she sang gospel music during her childhood .,"After singing in church during her childhood, she pursued a career in gospel music as a teenager.",0.0,0.0,0
184,184,have you ever seen the walt disney movie ? it ' s one of my favorites .,The Little Mermaid is a 1989 American animated musical fantasy film produced by Walt Disney Feature Animation and released by Walt Disney Pictures.,0.0,0.0,0
185,185,"it ' s also known as the cultural , financial , and media capital of the world .","A global power city, New York City has been described as the cultural, financial, and media capital of the world, and exerts a significant impact upon commerce, entertainment, research, technology, education, politics, and sports.",1.0,1.0,0
186,186,"i ' m not sure , but i do know that it is made from cuba , cuba , and cuba .","Rum and Coke, or a Cuba Libre (; , ""Free Cuba"" libre here an adjective, not a verb), is a highball cocktail consisting of cola, rum, and traditionally lime juice on ice.",0.4,0.4,1
187,187,"i ' m not sure , but i do know it ' s been used in the middle ages .","During the middle of the 19th century, wine often was coloured with beetroot juice.",0.2857142857142857,1.0,1
188,188,blue has been used in art since ancient times .,Blue has been an important colour in art and decoration since ancient times.,0.8333333333333334,1.0,0
189,189,the majority of the population is in 158 countries .,Christians make up a majority of the population in 158 countries and territories.,0.42857142857142855,0.6666666666666666,1
190,190,"i ' m not sure , but i know he was born in 1942 .","Stephen William Hawking, ( born 8 January 1942) is an English theoretical physicist, cosmologist, author and Director of Research at the Centre for Theoretical Cosmology within the University of Cambridge.",0.5,1.0,0
191,191,i agree . agriculture is the cultivation and breeding of animals,"Agriculture is the cultivation and breeding of animals, plants and fungi for food, fiber, biofuel, medicinal plants and other products used to sustain and enhance life.",0.7,1.0,1
192,192,"i ' m not sure , but pizza was first documented in 997 .","The word ""pizza"" was first documented in AD 997 in Gaeta and successively in different parts of Central and Southern Italy.",0.8333333333333333,1.0,1
193,193,i love chocolate ! it ' s so sweet and sweet !,"Chocolate is a typically sweet, usually brown food preparation of ""Theobroma cacao"" seeds, roasted and ground.",0.4,0.4,0
194,194,"yes , and the body supports the weight of the body of water .","Since the human body is only slightly less dense than water, water supports the weight of the body during swimming.",0.5,0.5,1
195,195,he wrote a lot of poetry . he wrote poetry in the 19th century .,"He contributed to ""The Daily Telegraph"" as its jazz critic from 1961 to 1971, articles gathered in ""All What Jazz: A Record Diary 1961–71"" (1985), and he edited ""The Oxford Book of Twentieth Century English Verse"" (1973).",0.0,0.0,1
196,196,"the term "" pizza "" was first recorded in the 10th century in a latin manuscript from the southern italy town of gaeta in lazio .","The term ""pizza"" was first recorded in the 10th century, in a Latin manuscript from the Southern Italy town of Gaeta in Lazio, on the border with Campania.",1.0,1.0,0
197,197,"yes , it is one of the fastest growing cities in the us .","In July 2013, it was the fastest-growing major city in the United States and remained in the Top 5 in May 2015 with an annual growth rate of 2.1%.",0.0,0.0,0
198,198,"i ' m not sure , but i know they relocated to baltimore , maryland .","In 1963, they relocated to Baltimore, Maryland and became the Baltimore Bullets, taking the name from previous team of the same name.",1.0,1.0,0
199,199,"i ' m not sure , but hoarding is also known as "" hoarding ""","""Hoarding"" and ""caching"" are common behaviors in many bird species as well as in rodents.",0.0,0.0,1
200,200,linebackers are also known as the versatility of defense .,"Linebackers are often regarded as the most important position in defense, due to their versatility in providing hard hits on running plays or an additional layer of pass protection, when required.",0.0,0.5,1
201,201,"i ' m not sure , but the laws of bicycles have been around since the late 19th century .",Many countries have enacted electric bicycle laws to regulate the use of electric bicycles.,0.0,0.0,1
202,202,"i don ' t know much about weight loss , but i do know that it ' s important to lose energy .",Weight loss occurs when the body is expending more energy in work and metabolism than it is absorbing from food or other nutrients.,0.0,0.0,0
203,203,i like apple picking . it ' s one of the world ' s largest farms in the world .,Apple picking is an activity found at apple farms.,0.0,0.0,1
204,204,"i ' m not sure , but i do know that it ' s a psychoactive system .",Caffeine also stimulates certain portions of the autonomic nervous system.,0.4,0.4,1
205,205,"i ' m not sure , but i do know it is regarded as one of the most popular foods of the world .","Since the time of the Roman Empire, broccoli has been considered a uniquely valuable food among Italians.",0.0,0.0,1
206,206,"yes , it was based on the capital of texas .","It emerged in 1854 to combat the Kansas–Nebraska Act, an act that dissolved the terms of the Missouri Compromise and allowed slave or free status to be decided in the territories by popular sovereignty.",0.0,0.0,1
207,207,i love cats ! they are small and furry .,"The domestic cat (""Felis silvestris catus"" or ""Felis catus"") is a small, typically furry, carnivorous mammal.",0.4,0.4,0
208,208,"it is a group of physical , mental , and spiritual practices .","Yoga (; Sanskrit, योगः Listen) is a group of physical, mental, and spiritual practices or disciplines which originated in ancient India.",0.0,0.0,0
209,209,the original formula was kola nuts and coca leaves .,"The drink's name refers to two of its original ingredients, which were kola nuts (a source of caffeine) and coca leaves.",0.6666666666666666,0.6666666666666666,0
210,210,i ' m sorry to hear that . it ' s sad that there are more than 30 % of the population .,"Common environmental factors that contribute to cancer death include tobacco (according to one estimate, accounting for 25–30% of deaths), obesity (30–35%), infections (15–20%), radiation (both ionizing and non-ionizing, up to 10%), lack of physical activity, and environmental pollutants.",0.0,0.0,1
211,211,"i ' m not sure , but i do know that florida is known as the southern florida river .","The Florida Keys are a coral cay archipelago located off the southern coast of Florida, forming the southernmost portion of the continental United States.",0.0,0.0,1
212,212,"i ' m not sure , but i do know that there are over 100 billion chickens worldwide .","More than 50 billion chickens are raised annually as a source of food, for both their meat and their eggs.",0.0,0.0,1
213,213,"he was born on september 21 , 1947 . he also writes horror and supernatural fiction .","Stephen Edwin King (born September 21, 1947) is an American author of horror, supernatural fiction, suspense, science fiction, and fantasy.",0.8888888888888888,0.8888888888888888,0
214,214,it is the third most widely consumed drink in the world,"Beer is one of the oldest and most widely consumed alcoholic drinks in the world, and the third most popular drink overall after water and tea.",0.0,0.0,0
215,215,"i ' m not sure , but i do know that chinese wine was used in china .","Wine (Chinese: ""pútáojiǔ""  ""grape alcohol"") has a long history in China.",0.2222222222222222,0.2222222222222222,0
216,216,i love nintendo too . it ' s one of the most popular companies of all time .,"Nintendo is one of the world's largest video game companies by market capitalization, creating some of the best-known and top-selling video game franchises, such as ""Mario"", ""The Legend of Zelda"", and ""Pokémon"".",0.0,0.0,1
217,217,"led zeppelin , black sabbath and deep purple are one of my favorites .","In 1968, three of the genre's most famous acts, Led Zeppelin, Black Sabbath and Deep Purple were founded.",0.3333333333333333,0.3333333333333333,0
218,218,michael phelps is the most decorated olympian of all time .,"Michael Fred Phelps II (born June 30, 1985) is an American retired competitive swimmer and the most successful and most decorated Olympian of all time, with a total of 28 medals.",0.6666666666666666,1.0,0
219,219,it ' s funny that the first show was broadcast in 1938 .,"The very first television game show, ""Spelling Bee"", was broadcast in 1938.",0.0,0.0,0
220,220,"he is an english singer , songwriter , and producer .","Edward Christopher Sheeran, (born 17 February 1991) is an English singer, songwriter, guitarist, and record producer.",0.5416666666666666,0.75,0
221,221,his first album was released in 2011 . it was released on the radio .,"In early 2011, Sheeran independently released the extended play, ""No.",0.0,0.0,1
222,222,"i ' m not sure , but i do know that greece is the study of western civilization .","Greece is considered the cradle of Western civilization, being the birthplace of democracy, Western philosophy, the Olympic Games, Western literature, historiography, political science, major scientific and mathematical principles, and Western drama.",0.0,0.0,1
223,223,"i like them grilled , pan - fried , or broiled .","Steaks are usually grilled, but they can be pan-fried, or broiled.",0.4,0.4,0
224,224,the brewing industry has been around since the 19th century .,Since the nineteenth century the brewing industry has been part of most western economies.,0.75,1.0,0
225,225,"it is made in the form of a liquid , paste , or in a block .","It is made in the form of a liquid, paste, or in a block, or used as a flavoring ingredient in other foods.",0.0,0.0,0
226,226,ethical vegans oppose the use of animals for any purpose .,"The term ""ethical vegan"" is often applied to those who not only follow a vegan diet but extend the philosophy into other areas of their lives, and oppose the use of animals for any purpose.",0.8333333333333334,1.0,0
227,227,it ' s a chemical substance that ' s used for food .,"Botulinum toxin (BTX) is a neurotoxic protein produced by the bacterium ""Clostridium botulinum"" and related species.",0.0,0.3333333333333333,1
228,228,"i ' m not sure , but i do know that the city of new york is located in the french city of texas .","Syracuse was named after the original Greek city Syracuse (Siracusa in Italian), a city on the eastern coast of the Italian island of Sicily.",0.0,0.0,1
229,229,he was born in florida and cared for injured animals .,"As a child, Ross entertained himself by caring for injured animals, purportedly including an armadillo, snake, and alligator.",0.3333333333333333,0.6666666666666666,0
230,230,"i ' m not sure , but it ' s hard to deal with the risk of shift work .",Shift work increases the risk for the development of many disorders.,0.5476190476190476,0.5476190476190476,0
231,231,inline skates have been around for a long time .,"The modern style of inline skates was developed as a substitute for ice skates, for use by a Russian athlete training on solid ground for Olympic long track speed skating events.",0.0,0.0,1
232,232,"i ' m not sure , but i do know that it ' s named after the royal company .",The company is named after its founder Thomas Lipton.,0.0,0.0,1
233,233,"i ' m not sure , but i do know that tattoos are decorative and symbolic .",Tattoos fall into three broad categories: purely decorative (with no specific meaning); symbolic (with a specific meaning pertinent to the wearer); pictorial (a depiction of a specific person or item).,0.0,0.0,0
234,234,they are a funk rock band formed in 1983 .,Red Hot Chili Peppers are an American funk rock band formed in Los Angeles in 1983.,0.5,0.5,0
235,235,it originated in england in the late 19th century .,Brunch originated in England in the late 19th century and became popular in the United States in the 1930s.,1.0,1.0,0
236,236,"i ' m not sure , but i do know that she wrote nineteen novels .","Her six full-length novels have rarely been out of print, although they were published anonymously and brought her moderate success and little fame during her lifetime.",0.0,0.0,1
237,237,"yes , it ' s high fat and high fructose corn syrup .",Cream has high levels of saturated fat.,0.0,0.0,1
238,238,"yes , they are used for food coloring and food .","Other than as a food, beets have use as a food colouring and as a medicinal plant.",0.125,0.5,0
239,239,i ' m not sure but i do know that garfield was first published in 1978 .,"Published since 1978, it chronicles the life of the title character, the cat Garfield; Jon Arbuckle, his owner; and Jon's dog, Odie.",1.0,1.0,0
240,240,hamlet is one of the most popular romeo and shakespeare .,"It was among Shakespeare's most popular plays during his lifetime and along with ""Hamlet"", is one of his most frequently performed plays.",0.0,0.0,1
241,241,have you ever been to london ? they are an english rock band formed in london in 1962 .,"The Rolling Stones are an English rock band formed in London, England in 1962.",0.6666666666666666,0.8,1
242,242,"he wrote a book called "" jill "" which was published in 1985 .","His first book of poetry, ""The North Ship"", was published in 1945, followed by two novels, ""Jill"" (1946) and ""A Girl in Winter"" (1947), and he came to prominence in 1955 with the publication of his second collection of poems, ""The Less Deceived"", followed by ""The Whitsun Weddings"" (1964) and ""High Windows"" (1974).",0.0,0.3333333333333333,1
243,243,"i ' m not sure , but i do know that it ' s aroma , sweetness and sweetness .","The fruit is widely appreciated for its characteristic aroma, bright red color, juicy texture, and sweetness.",0.4,0.4,1
244,244,he began weight training at the age of 15 .,Schwarzenegger began weight training at the age of 15.,1.0,1.0,0
245,245,"yes , he is known for his power and power of power .",His power consists mainly of superhuman speed.,0.0,0.0,1
246,246,"that ' s true , but i ' m sure it ' s a lot of money . i ' ll have to check it out .",Videos deemed potentially inappropriate are available only to registered users affirming themselves to be at least 18 years old.,0.0,0.0,0
247,247,"i ' m not sure , but i do know that it has roots in folk music and folk music .",It takes its roots from genres such as folk music (especially Appalachian folk music) and blues.,0.4,0.4,0
248,248,well you can be friendly to interact with customers and interact with the customers .,"The position also requires tellers to be friendly and interact with the customers, providing them with information about customers' accounts and bank services.",0.0,0.0,0
249,249,"i ' m not sure , but i do know he was a major actor and actor .","He left the program for the film industry, starring in films such as ""Taxi"" (2004) and ""Fever Pitch"" (2005).",0.0,0.0,0
250,250,carrie underwood is one of my favorite songs . she is the fourth season of the year winner .,"She rose to fame as the winner of the fourth season of ""American Idol"", in 2005.",0.0,0.0,1
251,251,it was originally based on the 1960 ' s .,"It was originally broadcast from September 30, 1960, to April 1, 1966, in a prime time schedule, the first such instance for an animated series.",0.0,0.0,1
252,252,"i ' m not sure , but he was born in 1971 .","Henry Bergh was born August 29, 1813, in New York City.",0.0,0.0,1
253,253,"yes , it is also known as gun parties .","The story follows a group of criminals in three fictionalised versions of US cities as they perform bank robberies, assassinations, and other crimes for their respective syndicates.",0.0,0.0,1
254,254,did you ever notice that it was based on operation ?,"However, it was nearly cancelled due to production issues.",0.4,0.4,1
255,255,i love horse racing ! it ' s been around since 4000 bc !,"Humans began to domesticate horses around 4000 BC, and their domestication is believed to have been widespread by 3000 BC.",0.0,0.0,1
256,256,he ' s also an american singer - songwriter .,"Robert Rihmeek Williams (born May 6, 1987), known professionally as Meek Mill, is an American rapper and songwriter.",0.3333333333333333,0.3333333333333333,0
257,257,"i don ' t know much about it , but i do know that it is a variant of "" toyota "" .","The word """"corona"""" is Latin for ""crown"", a reference to an earlier vehicle Toyota offered called the Toyota Crown.",0.6666666666666666,1.0,1
258,258,it ' s the capital of the united states .,"The city and its metropolitan area constitute the premier gateway for legal immigration to the United States, and as many as 800 languages are spoken in New York, making it the most linguistically diverse city in the world.",0.0,0.0,1
259,259,"i ' m not sure , but i do know that it was created in the 1980s .","""Warhammer 40,000"" was created by Rick Priestley in 1987 as the futuristic companion to ""Warhammer Fantasy Battle"", sharing many game mechanics.",0.0,0.0,0
260,260,it was the most popular television show in 2006 and 2007 .,"As a result, the series became the world's most popular television program among all genres in 2006 and 2007, according to the magazine ""Television Business International"", reaching the Top 10 in 17 countries.",0.5238095238095238,0.6666666666666666,0
261,261,that ' s true . wedding cakes were traditionally made to bring good luck to the wedding .,"Traditionally, wedding cakes were made to bring good luck to all guests and the couple.",0.6666666666666666,1.0,0
262,262,"i ' m not sure , but i do know that in the late 19th century , the creator began playing the sound of the beatles .","In 1951, Cleveland-based disc jockey Alan Freed began playing this music style while popularizing the term ""rock and roll"" to describe it.",0.0,0.0,1
263,263,it was directed by james cameron and james cameron .,"Titanic is a 1997 American epic romance-disaster film directed, written, co-produced and co-edited by James Cameron.",0.0,0.0,1
264,264,"i ' ve never heard of that , but i do know that there are so many types of rock and rock .","Fog can be considered a type of low-lying cloud and is heavily influenced by nearby bodies of water, topography, and wind conditions.",0.0,0.0,1
265,265,that ' s cool ! horse racing started around 4000 bc !,"Humans began to domesticate horses around 4000 BC, and their domestication is believed to have been widespread by 3000 BC.",0.0,0.0,1
266,266,i ' m not sure but i do know it ' s a type of plant that comes from a plant plant .,"Stevia () is a sweetener and sugar substitute extracted from the leaves of the plant species ""Stevia rebaudiana"".",0.0,1.0,1
267,267,"i ' m not sure , but there are different categories of males .",Bodyweight categories are different for male and female competitors.,0.0,0.0,1
268,268,"i don ' t know much about him , but i do know he was a member of the black sabbath .","Both of his parents and several other people in his family were members of the Black Panther Party, whose ideals were reflected in his songs.",0.0,0.0,1
269,269,i love bon iver ' s second studio album .,"Lost Highway is the tenth studio album by American rock band Bon Jovi, released on June 19, 2007 through Island Records.",0.4,0.4,1
270,270,"i ' m not sure , but i do know that it is a top dish in the bottom of the crust .","A ""top-crust"" pie has the filling in the bottom of the dish and is covered with a pastry or other covering before baking.",0.3333333333333333,0.3333333333333333,1
271,271,"well , it ' s been used in art since ancient times .",Blue has been an important colour in art and decoration since ancient times.,0.75,1.0,0
272,272,"i love listening to taylor swift . she was born and raised in nashville , pennsylvania .","Born and raised in Pennsylvania, Swift moved to Nashville, Tennessee at the age of 14 to pursue a career in country music.",1.0,1.0,1
273,273,"i ' m not sure , but he ' s also known as "" rock and roll "" .","Timberlake began to adopt a more mature image as an artist with the release of his debut solo album, the R&B-focused ""Justified"" (2002), which yielded the successful singles ""Cry Me a River"" and ""Rock Your Body"", and earned his first two Grammy Awards.",0.0,0.0,1
274,274,"i ' m not sure , but they have sold more than 10 million copies .","Established as a solo artist worldwide, his first two albums both exceeded sales of 10 million copies, and continued producing records and collaborating with other artists.",0.6666666666666666,0.6666666666666666,0
275,275,depression was a popular depression in the us during depression .,"The Great Depression was a severe worldwide economic depression that took place mostly during the 1930s, originating in the United States.",0.0,0.0,1
276,276,"yes , they are known for their strong curved stance , strong legs , and clawed feet .","Characteristic features of parrots include a strong, curved bill, an upright stance, strong legs, and clawed zygodactyl feet.",0.6666666666666666,1.0,1
277,277,husky is a sled dog that is used in northern regions,"Husky is a general name for a sled-type of dog used in northern regions, differentiated from other sled-dog types by their fast pulling style.",0.7999999999999999,1.0,0
278,278,"i ' ve never been to tokyo , but i know it ' s been around since 2020 .",The games are planned to be held from 24 July to 9 August 2020 in Tokyo.,0.0,0.0,1
279,279,it ' s based on a song of ice and fire by george r . r . martin .,"It is an adaptation of ""A Song of Ice and Fire"", George R. R. Martin's series of fantasy novels, the first of which is ""A Game of Thrones"".",0.0,0.0,0
280,280,me too ! they ' re an american vocal group formed in 1993 .,"The Backstreet Boys (often abbreviated as BSB) are an American vocal group, formed in Orlando, Florida in 1993.",1.0,1.0,0
281,281,i am not sure but i do know they were invented in the late 19th century .,"The first headphones were developed in the late 19th century for use by telephone operators, to keep their hands free.",1.0,1.0,0
282,282,have you ever heard of robert niro ? he is an american actor .,"Robert Anthony De Niro Jr. (; born August 17, 1943) is an American actor, producer, and director who holds both American and Italian citizenship.",0.5357142857142858,0.75,0
283,283,boston is the largest city in massachusetts and massachusetts .,Boston is New England's largest city as well as the capital of Massachusetts.,0.25,0.25,0
284,284,"i ' ve never heard of that , but it has been around since the 1990 ' s .","""Cannibal Holocaust"" was filmed primarily in the Amazon rainforest of Colombia with indigenous tribes interacting with American and Italian actors.",0.0,0.0,1
285,285,they serve over 69 million customers daily in over 100 countries .,"McDonald's is the world's largest restaurant chain by revenue, serving over 69 million customers daily in over 100 countries across approximately 36,900 outlets as of 2016.",1.0,1.0,0
286,286,do you like van halen ? they were formed in 1965 .,"Van Halen is an American hard rock band formed in Pasadena, California, in 1972.",0.0,0.0,1
287,287,he was bred to be obedient and obedient .,It was specifically bred for intelligence and obedience.,0.0,0.0,1
288,288,do you like country music ? it originated in the southern united states .,Country (or country and western) is a musical genre that originated in the southern United States in the early 1920s.,0.8888888888888888,1.0,0
289,289,have you ever seen a unicorn ? it is a legendary creature with a spiraling horn .,"The unicorn is a legendary creature that has been described since antiquity as a beast with a single large, pointed, spiraling horn projecting from its forehead.",0.5238095238095238,0.6666666666666666,0
290,290,the word owl is derived from the nocturnal habits of the owl .,The term is derived from the primarily nocturnal habits of the owl.,0.5,1.0,1
291,291,"yes , she is one of the greatest artists of all time .","Greenberg also cites Jimi Hendrix as ""one of my biggest inspirations"".",0.0,0.0,1
292,292,do you like pepsi ? it was invented in 1893 by caleb bradham .,"Originally created and developed in 1893 by Caleb Bradham and introduced as Brad's Drink, it was renamed as Pepsi-Cola on August 28, 1898, and then as Pepsi in 1961.",0.6666666666666666,0.6666666666666666,0
293,293,that ' s true . 32 acts performed by 32 acts .,"During the sometimes rainy weekend, 32 acts performed outdoors before an audience of more than 400,000 people.",1.0,1.0,1
294,294,"i ' m not sure but they were founded in munich , bavaria .","The company was founded in 1916 and has its headquarters in Munich, Bavaria.",0.0,0.0,0
295,295,"yes , they are a canadian professional basketball team based in vancouver .","The Vancouver Grizzlies were a Canadian professional basketball team based in Vancouver, British Columbia.",0.5,0.5,0
296,296,"i ' m not sure , but they are based in tennessee .","The Memphis Grizzlies are an American professional basketball team based in Memphis, Tennessee.",0.6666666666666666,0.0,0
297,297,"starbucks was founded in 1971 in seattle , washington .","Starbucks was founded in Seattle, Washington in 1971.",1.0,1.0,0
298,298,"yes , it is a viral disease of the lungs .",Asthma is a common long-term inflammatory disease of the airways of the lungs.,0.25,0.25,1
299,299,"i ' m not sure , but i do know that the rules are governed by rugby federation .",Event arrangers called gamemasters decide the setting and rules to be used and facilitate play.,0.0,0.0,1
300,300,i agree . it ' s a form of cultural activity that has evolved over time .,Music is an art form and cultural activity whose medium is sound organized in time.,0.0,0.0,1
301,301,that ' s awesome ! i ' ve never heard of it . it ' s been around since 1979 .,"It was formed on July 1, 2013, after completing a £2.4 billion merger between Bertelsmann and Pearson.",0.0,0.0,1
302,302,"yes , they are a great band . they were formed in 2006 .","Rush was a Canadian rock band composed of Geddy Lee (bass, vocals, keyboards), Alex Lifeson (guitars) and Neil Peart (drums, percussion, lyrics).",0.0,0.0,1
303,303,"i ' m not sure , but i do know they are an american rock band .","Rush was a Canadian rock band composed of Geddy Lee (bass, vocals, keyboards), Alex Lifeson (guitars) and Neil Peart (drums, percussion, lyrics).",0.0,0.0,1
304,304,"i ' m not sure , but i do know they have a strong personality clash .",Cultural reactions have varied from ridicule to admiration; many common stereotypes exist regarding redheads and they are often portrayed as fiery-tempered.,0.0,0.0,1
305,305,peanut butter is the most popular item in the united states .,Peanut butter is popular in many countries.,0.0,0.0,1
306,306,yoga gurus introduced yoga to india in the late 19th century .,"Yoga gurus from India later introduced yoga to the West, following the success of Swami Vivekananda in the late 19th and early 20th century.",0.25,0.25,1
307,307,"no , i don ' t , but i do know that it ' s the ability to digest lactose .","Lactose intolerance is a condition in which people have symptoms due to the decreased ability to digest lactose, a sugar found in milk products.",0.0,0.0,1
308,308,me too ! it ' s an american fashion company founded in 1854 .,Sephora is a French chain of cosmetics stores founded in 1969.,0.0,0.0,1
309,309,an upholsterer is a person who specializes in dentistry .,A person who works with upholstery is called an upholsterer; an apprentice upholsterer is sometimes called an outsider or trimmer.,0.0,0.0,1
310,310,magic is one of the oldest trading card games in the world .,Magic: The Gathering is a trading card game and a digital collectible card game.,0.0,0.0,1
311,311,yes it is . it is played on 52 cards .,"In constructed, players created decks from cards they own, usually 60 cards with no more than 4 of any given card.",0.0,0.0,1
312,312,she has been known for her influence since the 1990s .,"Besides sparking controversy, her works have been praised by music critics.",0.0,0.0,1
313,313,"i ' m not sure , but i do know that the word "" taco "" originated from germany .","The name ""burrito"", as applied to the dish, possibly derives from the appearance of bedrolls and packs that donkeys carried.",0.0,0.0,1
314,314,it ' s the seventh largest country in the us and the seventh - largest country by area .,"It is the seventh-largest country by area, the second-most populous country (with over 1.2 billion people), and the most populous democracy in the world.",0.0,0.0,1
315,315,"yes , fashion design is also known as interior design .",Fashion designers attempt to design clothes which are functional as well as aesthetically pleasing.,0.0,0.0,1
316,316,"that ' s true . the show aired on march 30 , 2002 .","The show's first episode was aired on 17 August 2010, with its first four series broadcast on BBC Two, until its growing popularity led the BBC to move it to BBC One for the next three series.",0.0,0.0,1
317,317,"well , they have been around for a long time , since the first volume of the iron throne of the seven colonies .","In the past, the Colonies had been at war with an android race of their own creation, known as the Cylons.",0.0,0.0,1
318,318,french fries are called chips in the united states .,"French fries (North American English), chips (British English), finger chips (Indian English), or French-fried potatoes are ""batonnet"" or ""allumette""-cut deep-fried potatoes.",0.0,0.0,1
319,319,the german society for nutrition is not recommended for children .,"The German Society for Nutrition does not recommend vegan diets for children, adolescents nor during pregnancy and breastfeeding.",0.6666666666666666,0.6666666666666666,1
