,id,response,cand,question,knowledge,knowledge_ans,score
131,56,i love listening to classical music . it is rooted in western culture .,western culture,What is classical music rooted in?,"Classical music is art music produced or rooted in the traditions of Western culture, including both liturgical (religious) and secular music.",the traditions of western culture,0.6666666666666666
132,57,have you ever been to jamaica ? it ' s an island country in the caribbean .,jamaica,What island country is in the caribbean?,Jamaica () is an island country situated in the Caribbean Sea.,[CLS],0.0
133,57,have you ever been to jamaica ? it ' s an island country in the caribbean .,you,Who has ever been to jamaica?,Jamaica () is an island country situated in the Caribbean Sea.,[CLS],0.0
134,57,have you ever been to jamaica ? it ' s an island country in the caribbean .,the caribbean,Where is jamaica located?,Jamaica () is an island country situated in the Caribbean Sea.,caribbean sea,0.6666666666666666
135,58,do you like snakes ? they have skulls with more joints than their lizard ancestors ?,snakes,What animal has more joints than lizards?,"Many species of snakes have skulls with several more joints than their lizard ancestors, enabling them to swallow prey much larger than their heads with their highly mobile jaws.",snakes,1.0
136,58,do you like snakes ? they have skulls with more joints than their lizard ancestors ?,skulls,What do snakes have more joints than lizards?,"Many species of snakes have skulls with several more joints than their lizard ancestors, enabling them to swallow prey much larger than their heads with their highly mobile jaws.",skulls,1.0
137,58,do you like snakes ? they have skulls with more joints than their lizard ancestors ?,their lizard ancestors,What do snakes have more joints than?,"Many species of snakes have skulls with several more joints than their lizard ancestors, enabling them to swallow prey much larger than their heads with their highly mobile jaws.",lizard ancestors,0.8
138,59,"i ' m not sure , but they have paired organs in front of each other .",organs,What do they have paired in front of each other?,"To accommodate their narrow bodies, snakes' paired organs (such as kidneys) appear one in front of the other instead of side by side, and most have only one functional lung.",organs,1.0
139,60,it was first published in 1869 by frederick myers .,1869,When was the book first published?,US patents for single-wheeled 'velocipedes' were published in 1869 by Frederick Myers and in 1881 by Battista Scuri.,1869,1.0
140,60,it was first published in 1869 by frederick myers .,frederick myers,Who first published the book?,US patents for single-wheeled 'velocipedes' were published in 1869 by Frederick Myers and in 1881 by Battista Scuri.,frederick myers,1.0
141,61,sculpture is a branch of the visual arts that operates in three dimensions,three,How many dimensions does sculpture operate in?,Sculpture is the branch of the visual arts that operates in three dimensions.,three,1.0
142,61,sculpture is a branch of the visual arts that operates in three dimensions,sculpture,What is a branch of the visual arts that operates in three dimensions?,Sculpture is the branch of the visual arts that operates in three dimensions.,sculpture,1.0
143,61,sculpture is a branch of the visual arts that operates in three dimensions,the visual arts,What is sculpture a branch of?,Sculpture is the branch of the visual arts that operates in three dimensions.,the visual arts,1.0
144,62,"that is true , they have poorer color vision .",they,Who has poorer color vision?,"Like most other mammals, cats have poorer color vision and a better sense of smell than humans.",cats,0.0
145,62,"that is true , they have poorer color vision .",poorer color vision,What kind of vision does a person have?,"Like most other mammals, cats have poorer color vision and a better sense of smell than humans.",[CLS],0.0
146,63,the bible is a collection of sacred texts and scriptures that jews and christians consider to be a product of divine inspiration,christians,"Along with jews, what other religion considers the bible to be a work of divine inspiration?","The Bible (from Koine Greek τὰ βιβλία, ""tà biblía"", ""the books"") is a collection of sacred texts or scriptures that Jews and Christians consider to be a product of divine inspiration and a record of the relationship between God and humans.",christians,1.0
147,63,the bible is a collection of sacred texts and scriptures that jews and christians consider to be a product of divine inspiration,the bible,What is a collection of sacred texts and scriptures that jews and christians consider to be a product of divine inspiration?,"The Bible (from Koine Greek τὰ βιβλία, ""tà biblía"", ""the books"") is a collection of sacred texts or scriptures that Jews and Christians consider to be a product of divine inspiration and a record of the relationship between God and humans.",the bible,1.0
148,63,the bible is a collection of sacred texts and scriptures that jews and christians consider to be a product of divine inspiration,scriptures,The bible contains sacred texts and what else?,"The Bible (from Koine Greek τὰ βιβλία, ""tà biblía"", ""the books"") is a collection of sacred texts or scriptures that Jews and Christians consider to be a product of divine inspiration and a record of the relationship between God and humans.",scriptures,1.0
149,63,the bible is a collection of sacred texts and scriptures that jews and christians consider to be a product of divine inspiration,jews,"Along with christians, what religion considers the bible to be a work of divine inspiration?","The Bible (from Koine Greek τὰ βιβλία, ""tà biblía"", ""the books"") is a collection of sacred texts or scriptures that Jews and Christians consider to be a product of divine inspiration and a record of the relationship between God and humans.",jews,1.0
150,63,the bible is a collection of sacred texts and scriptures that jews and christians consider to be a product of divine inspiration,divine inspiration,What do jews consider the bible to be a product of?,"The Bible (from Koine Greek τὰ βιβλία, ""tà biblía"", ""the books"") is a collection of sacred texts or scriptures that Jews and Christians consider to be a product of divine inspiration and a record of the relationship between God and humans.",divine inspiration,1.0
151,64,there are many different authors that contributed to the bible .,many different authors,Who contributed to the bible?,Many different authors contributed to the Bible.,many different authors,1.0
152,64,there are many different authors that contributed to the bible .,the bible,There are many different authors that contributed to what?,Many different authors contributed to the Bible.,the bible,1.0
153,65,caffeine is the world ' s most widely consumed psychoactive drug .,caffeine,What is the most commonly consumed psychoactive drug in the world?,It is the world's most widely consumed psychoactive drug.,,0.0
154,65,caffeine is the world ' s most widely consumed psychoactive drug .,the world,What part of the world is caffeine the most commonly consumed drug?,It is the world's most widely consumed psychoactive drug.,world,1.0
155,65,caffeine is the world ' s most widely consumed psychoactive drug .,most widely consumed psychoactive drug,What is caffeine in the world?,It is the world's most widely consumed psychoactive drug.,most widely consumed psychoactive drug,1.0
156,66,"i am not a fan of soccer , but i do know that arsenal joined the league in 1893 .",1893,When did arsenal join the league?,"Arsenal was the first club from the South of England to join The Football League, in 1893, and they reached the First Division in 1904.",1893,1.0
157,66,"i am not a fan of soccer , but i do know that arsenal joined the league in 1893 .",arsenal,What team joined the league in 1893?,"Arsenal was the first club from the South of England to join The Football League, in 1893, and they reached the First Division in 1904.",arsenal,1.0
158,66,"i am not a fan of soccer , but i do know that arsenal joined the league in 1893 .",the league,What did Arsenal join in 1893?,"Arsenal was the first club from the South of England to join The Football League, in 1893, and they reached the First Division in 1904.",football league,0.6666666666666666
159,67,have you ever watched scream ? it was directed by wes craven .,scream,What movie was directed by wes craven?,Scream is a 1996 American slasher film directed by Wes Craven and written by Kevin Williamson.,scream,1.0
160,67,have you ever watched scream ? it was directed by wes craven .,wes craven,Who directed scream?,Scream is a 1996 American slasher film directed by Wes Craven and written by Kevin Williamson.,wes craven,1.0
161,68,"that ' s true . alcohol can affect the brain , liver , pancreas , and immune system .",alcohol,"What can affect the brain, liver, pancreas, and immune system?","Alcohol use can affect all parts of the body, but it particularly affects the brain, heart, liver, pancreas, and immune system.",alcohol use,0.6666666666666666
162,68,"that ' s true . alcohol can affect the brain , liver , pancreas , and immune system .",the brain,What part of the body can be affected by alcohol?,"Alcohol use can affect all parts of the body, but it particularly affects the brain, heart, liver, pancreas, and immune system.",all parts,0.0
163,68,"that ' s true . alcohol can affect the brain , liver , pancreas , and immune system .",liver,"Along with the pancreas and immune system, what part of the body is affected by alcohol?","Alcohol use can affect all parts of the body, but it particularly affects the brain, heart, liver, pancreas, and immune system.",liver,1.0
164,68,"that ' s true . alcohol can affect the brain , liver , pancreas , and immune system .",pancreas,"Alcohol can affect the brain, liver, immune system, and what other organ?","Alcohol use can affect all parts of the body, but it particularly affects the brain, heart, liver, pancreas, and immune system.",pancreas,1.0
165,68,"that ' s true . alcohol can affect the brain , liver , pancreas , and immune system .",immune system,"Alcohol can affect the brain, liver, pancreas, and what other system?","Alcohol use can affect all parts of the body, but it particularly affects the brain, heart, liver, pancreas, and immune system.",immune system,1.0
166,69,"i ' m not sure , but i do know that it can result in mental illness and cirrhosis of the liver .",mental illness,"Along with cirrhosis of the liver, what can be caused by smoking?","This can result in mental illness, Wernicke–Korsakoff syndrome, an irregular heartbeat, cirrhosis of the liver, and an increase in the risk of cancer, among other diseases.",irregular heartbeat,0.0
167,69,"i ' m not sure , but i do know that it can result in mental illness and cirrhosis of the liver .",cirrhosis,"Along with mental illness, what can happen to the liver?","This can result in mental illness, Wernicke–Korsakoff syndrome, an irregular heartbeat, cirrhosis of the liver, and an increase in the risk of cancer, among other diseases.",cirrhosis,1.0
168,69,"i ' m not sure , but i do know that it can result in mental illness and cirrhosis of the liver .",the liver,What part of the body can be affected by cirrhosis?,"This can result in mental illness, Wernicke–Korsakoff syndrome, an irregular heartbeat, cirrhosis of the liver, and an increase in the risk of cancer, among other diseases.",liver,1.0
169,70,walt disney was founded in 1923 by walt disney brothers .,walt disney,What company was founded in 1923?,"Disney was founded on October 16, 1923 – by brothers Walt Disney and Roy O. Disney – as the Disney Brothers Cartoon Studio, and established itself as a leader in the American animation industry before diversifying into live-action film production, television, and theme parks.",disney,0.6666666666666666
170,70,walt disney was founded in 1923 by walt disney brothers .,1923,What year was walt disney founded?,"Disney was founded on October 16, 1923 – by brothers Walt Disney and Roy O. Disney – as the Disney Brothers Cartoon Studio, and established itself as a leader in the American animation industry before diversifying into live-action film production, television, and theme parks.",1923,1.0
171,70,walt disney was founded in 1923 by walt disney brothers .,walt disney brothers,Who founded walt disney?,"Disney was founded on October 16, 1923 – by brothers Walt Disney and Roy O. Disney – as the Disney Brothers Cartoon Studio, and established itself as a leader in the American animation industry before diversifying into live-action film production, television, and theme parks.",walt disney and roy o. disney,0.4444444444444444
172,71,me too ! they are a mexican dish consisting of a wheat tortilla filled with various fillings .,mexican,What type of dish are tortillas?,"A burrito (, ) is a dish in Mexican and Tex-Mex cuisine that consists of a large wheat tortilla with various fillings.",[CLS],0.0
173,71,me too ! they are a mexican dish consisting of a wheat tortilla filled with various fillings .,they,What is a mexican dish consisting of a tortilla filled with various fillings?,"A burrito (, ) is a dish in Mexican and Tex-Mex cuisine that consists of a large wheat tortilla with various fillings.",burrito,0.0
174,71,me too ! they are a mexican dish consisting of a wheat tortilla filled with various fillings .,a mexican dish,What are tortillas?,"A burrito (, ) is a dish in Mexican and Tex-Mex cuisine that consists of a large wheat tortilla with various fillings.",[CLS],0.0
175,71,me too ! they are a mexican dish consisting of a wheat tortilla filled with various fillings .,various fillings,What is a tortilla filled with?,"A burrito (, ) is a dish in Mexican and Tex-Mex cuisine that consists of a large wheat tortilla with various fillings.",[CLS],0.0
176,72,"yes , there are many different types of cheese .",cheese,There are many different types of what?,Hundreds of types of cheese from various countries are produced.,cheese,1.0
177,73,"yes , peta is an american animal rights organization .",american,Peta is an animal rights organization in what country?,"People for the Ethical Treatment of Animals (PETA ; stylized PeTA) is an American animal rights organization based in Norfolk, Virginia, and led by Ingrid Newkirk, its international president.",american,1.0
178,73,"yes , peta is an american animal rights organization .",peta,What is the name of the american animal rights organization?,"People for the Ethical Treatment of Animals (PETA ; stylized PeTA) is an American animal rights organization based in Norfolk, Virginia, and led by Ingrid Newkirk, its international president.",people for the ethical treatment of animals,0.0
179,73,"yes , peta is an american animal rights organization .",an american animal rights organization,What is peta?,"People for the Ethical Treatment of Animals (PETA ; stylized PeTA) is an American animal rights organization based in Norfolk, Virginia, and led by Ingrid Newkirk, its international president.",people for the ethical treatment of animals,0.0
180,74,it is one of the three co - equal branches of the federal government .,three,How many branches of the federal government are there?,The federal judiciary of the United States is one of the three co-equal branches of the federal government of the United States organized under the United States Constitution and laws of the federal government.,three,1.0
181,74,it is one of the three co - equal branches of the federal government .,the federal government,It is one of the three co - equal branches of what?,The federal judiciary of the United States is one of the three co-equal branches of the federal government of the United States organized under the United States Constitution and laws of the federal government.,the federal government of the united states,0.5714285714285715
182,75,i am not sure but divorce laws vary considerably around the world .,divorce laws,What kind of laws vary around the world?,"Divorce laws vary considerably around the world, but in most countries divorce requires the sanction of a court or other authority in a legal process, which may involve issues of alimony (spousal support), child custody, child visitation / access, parenting time, child support, distribution of property, and division of debt.",divorce laws,1.0
183,75,i am not sure but divorce laws vary considerably around the world .,the world,Divorce laws vary considerably around what?,"Divorce laws vary considerably around the world, but in most countries divorce requires the sanction of a court or other authority in a legal process, which may involve issues of alimony (spousal support), child custody, child visitation / access, parenting time, child support, distribution of property, and division of debt.",the world,1.0
184,76,my favorite band is metallica . they are an american heavy metal band from los angeles .,american,What nationality is metallica?,"Metallica is an American heavy metal band from Los Angeles, California.",american,1.0
185,76,my favorite band is metallica . they are an american heavy metal band from los angeles .,los angeles,Where is metallica from?,"Metallica is an American heavy metal band from Los Angeles, California.","los angeles, california",0.8
186,76,my favorite band is metallica . they are an american heavy metal band from los angeles .,an american heavy metal band,What is metallica?,"Metallica is an American heavy metal band from Los Angeles, California.",an american heavy metal band,1.0
187,77,i love reading . it ' s a process of decoding symbols to construct or derive meaning .,symbols,Reading is a process of decoding what to construct meaning?,"Reading is a complex ""cognitive process"" of decoding symbols in order to construct or derive meaning (reading comprehension).",symbols,1.0
188,77,i love reading . it ' s a process of decoding symbols to construct or derive meaning .,meaning,Reading is a process of decoding symbols to construct what?,"Reading is a complex ""cognitive process"" of decoding symbols in order to construct or derive meaning (reading comprehension).",meaning,1.0
189,78,blue lies between violet and green on the spectrum of visible light,violet,Blue lies between what color and green on the visible spectrum?,It lies between violet and green on the spectrum of visible light.,violet,1.0
190,78,blue lies between violet and green on the spectrum of visible light,the spectrum,Blue lies between violet and green on what part of visible light?,It lies between violet and green on the spectrum of visible light.,the spectrum,1.0
191,78,blue lies between violet and green on the spectrum of visible light,visible light,Blue lies between violet and green on the spectrum of what?,It lies between violet and green on the spectrum of visible light.,visible light,1.0
192,79,"i haven ' t , but i know it ' s a nordic island country in the north atlantic ocean .",north atlantic ocean,Where is Iceland located?,"Iceland (; , ) is a Nordic island country of Europe located in the North Atlantic Ocean.",north atlantic ocean,1.0
193,79,"i haven ' t , but i know it ' s a nordic island country in the north atlantic ocean .",the north atlantic ocean,Where is Iceland located?,"Iceland (; , ) is a Nordic island country of Europe located in the North Atlantic Ocean.",north atlantic ocean,1.0
194,80,"i ' m not sure , but it grossed more than 211 million dollars .",more than 211 million dollars,How much money did the movie make?,"The 28th Disney animated feature film, ""The Little Mermaid"" was released to theaters on November 17, 1989 to largely positive reviews, garnering $84 million at the domestic box office during its initial release, and $211 million in total lifetime gross worldwide.",$84 million,0.28571428571428575
195,81,"i ' m not sure , but i do know that it was created in the netherlands .",netherlands,Where is it thought to have been created?,"Big Brother is a reality game show franchise created by John de Mol Jr., originally broadcast in the Netherlands and subsequently syndicated internationally.",the netherlands,1.0
196,81,"i ' m not sure , but i do know that it was created in the netherlands .",the netherlands,Where is it thought to have been created?,"Big Brother is a reality game show franchise created by John de Mol Jr., originally broadcast in the Netherlands and subsequently syndicated internationally.",the netherlands,1.0
197,82,"i ' m not sure , but i do know that the film was produced by $ 200 million .",$ 200 million,How much money was spent on the film?,"It was the most expensive film ever made at the time, with a production budget of $200 million.",$200 million,1.0
198,83,"i ' m not sure , but i do know that it was formed in 1994 .",1994,In what year was it formed?,"System of a Down, sometimes shortened to System and abbreviated as SOAD, is an heavy metal band from Glendale, California, formed in 1994.",1994,1.0
199,84,"i ' m not sure but they were founded in munich , bavaria .",munich,In what city were they founded?,"The company was founded in 1916 and has its headquarters in Munich, Bavaria.",[CLS],0.0
200,84,"i ' m not sure but they were founded in munich , bavaria .",bavaria,In what country were they founded?,"The company was founded in 1916 and has its headquarters in Munich, Bavaria.",[CLS],0.0
201,85,they are an american rock band formed in 1965 in california .,american,What is the nationality of the band?,"The Grateful Dead was an American rock band formed in 1965 in Palo Alto, California.",american,1.0
202,85,they are an american rock band formed in 1965 in california .,1965,When was the band formed?,"The Grateful Dead was an American rock band formed in 1965 in Palo Alto, California.",1965,1.0
203,85,they are an american rock band formed in 1965 in california .,california,Where was the band formed?,"The Grateful Dead was an American rock band formed in 1965 in Palo Alto, California.","palo alto, california",0.5
204,85,they are an american rock band formed in 1965 in california .,they,What is the name of the band that was formed in 1965?,"The Grateful Dead was an American rock band formed in 1965 in Palo Alto, California.",the grateful dead,0.0
205,86,"yes , it is an american animated sitcom created by matt groening .",american,What is the nationality of the show?,The Simpsons is an American animated sitcom created by Matt Groening for the Fox Broadcasting Company.,american,1.0
206,86,"yes , it is an american animated sitcom created by matt groening .",matt groening,Who created American Idol?,The Simpsons is an American animated sitcom created by Matt Groening for the Fox Broadcasting Company.,[CLS],0.0
207,86,"yes , it is an american animated sitcom created by matt groening .",an american animated sitcom,What is it called?,The Simpsons is an American animated sitcom created by Matt Groening for the Fox Broadcasting Company.,the simpsons,0.0
208,87,"i don ' t know , but i do know that the definition of marriage varies around the world .",the definition,What does marriage vary around the world?,"The definition of marriage varies around the world not only between cultures and between religions, but also throughout the history of any given culture and religion, evolving to both expand and constrict in who and what is encompassed, but typically it is principally an institution in which interpersonal relationships, usually sexual, are acknowledged or sanctioned.",between cultures and between religions,0.0
209,87,"i don ' t know , but i do know that the definition of marriage varies around the world .",the world,The definition of marriage varies around what?,"The definition of marriage varies around the world not only between cultures and between religions, but also throughout the history of any given culture and religion, evolving to both expand and constrict in who and what is encompassed, but typically it is principally an institution in which interpersonal relationships, usually sexual, are acknowledged or sanctioned.",the world,1.0
210,88,it was the most popular television show in 2006 and 2007 .,2006,In what year was American Idol the most popular television show?,"As a result, the series became the world's most popular television program among all genres in 2006 and 2007, according to the magazine ""Television Business International"", reaching the Top 10 in 17 countries.",2006,1.0
211,88,it was the most popular television show in 2006 and 2007 .,it,What was the most popular television show in 2006 and 2007?,"As a result, the series became the world's most popular television program among all genres in 2006 and 2007, according to the magazine ""Television Business International"", reaching the Top 10 in 17 countries.",[CLS],0.0
212,88,it was the most popular television show in 2006 and 2007 .,the most popular television show,What was American Idol's status in 2006 and 2007?,"As a result, the series became the world's most popular television program among all genres in 2006 and 2007, according to the magazine ""Television Business International"", reaching the Top 10 in 17 countries.",world's most popular,0.5714285714285715
213,89,florida has the longest coastline in the contiguous united states .,florida,What state has the longest coastline in the US?,"Florida has the longest coastline in the contiguous United States, approximately , not including the contribution of the many barrier islands.",florida,1.0
214,89,florida has the longest coastline in the contiguous united states .,united states,Florida has the longest coastline in what country?,"Florida has the longest coastline in the contiguous United States, approximately , not including the contribution of the many barrier islands.",united states,1.0
215,89,florida has the longest coastline in the contiguous united states .,the longest coastline,What does florida have in terms of coastline?,"Florida has the longest coastline in the contiguous United States, approximately , not including the contribution of the many barrier islands.",the longest,0.6666666666666666
216,89,florida has the longest coastline in the contiguous united states .,the contiguous united states,Where does florida have the longest coastline?,"Florida has the longest coastline in the contiguous United States, approximately , not including the contribution of the many barrier islands.",the contiguous united states,1.0
217,90,country music originated in the southern united states in the early 1920 ' s .,united states,In what country did country music originate?,Country (or country and western) is a musical genre that originated in the southern United States in the early 1920s.,united states,1.0
218,90,country music originated in the southern united states in the early 1920 ' s .,the early 1920 ' s,When did country music originate in the southern states?,Country (or country and western) is a musical genre that originated in the southern United States in the early 1920s.,early 1920s,0.4
219,90,country music originated in the southern united states in the early 1920 ' s .,country music,What genre of music originated in the southern states in the 1920s?,Country (or country and western) is a musical genre that originated in the southern United States in the early 1920s.,country,0.6666666666666666
220,90,country music originated in the southern united states in the early 1920 ' s .,the southern united states,Where did country music originate?,Country (or country and western) is a musical genre that originated in the southern United States in the early 1920s.,southern united states,1.0
221,91,beer is one of the oldest alcoholic drinks in the world .,beer,What is one of the oldest alcoholic drinks in the world?,"Beer is one of the oldest and most widely consumed alcoholic drinks in the world, and the third most popular drink overall after water and tea.",beer,1.0
222,91,beer is one of the oldest alcoholic drinks in the world .,the world,Beer is one of the oldest alcoholic drinks in what world?,"Beer is one of the oldest and most widely consumed alcoholic drinks in the world, and the third most popular drink overall after water and tea.",the world,1.0
223,92,"beer is brewed from cereal grains such as malted barley , wheat , and maize .",beer,What is brewed from cereal grains?,"Beer is brewed from cereal grains—most commonly from malted barley, though wheat, maize (corn), and rice are also used.",beer,1.0
224,92,"beer is brewed from cereal grains such as malted barley , wheat , and maize .",cereal grains,"Malted barley, wheat, and maize are examples of what?","Beer is brewed from cereal grains—most commonly from malted barley, though wheat, maize (corn), and rice are also used.",cereal grains,1.0
225,92,"beer is brewed from cereal grains such as malted barley , wheat , and maize .",malted barley,"Along with wheat and maize, what cereal grain is used to make beer?","Beer is brewed from cereal grains—most commonly from malted barley, though wheat, maize (corn), and rice are also used.",rice,0.0
226,92,"beer is brewed from cereal grains such as malted barley , wheat , and maize .",wheat,"Along with malted barley and maize, what grain is used in beer production?","Beer is brewed from cereal grains—most commonly from malted barley, though wheat, maize (corn), and rice are also used.",wheat,1.0
227,93,the first mustang was a two - seater concept car .,two,How many seats did the first mustang have?,The original 1962 Ford Mustang I two-seater concept car had evolved into the 1963 Mustang II four-seater concept car which Ford used to pretest how the public would take interest in the first production Mustang.,two,1.0
228,93,the first mustang was a two - seater concept car .,the first mustang,What was the name of the two seater concept car?,The original 1962 Ford Mustang I two-seater concept car had evolved into the 1963 Mustang II four-seater concept car which Ford used to pretest how the public would take interest in the first production Mustang.,mustang i,0.5
229,93,the first mustang was a two - seater concept car .,a two - seater concept car,What was the first mustang?,The original 1962 Ford Mustang I two-seater concept car had evolved into the 1963 Mustang II four-seater concept car which Ford used to pretest how the public would take interest in the first production Mustang.,ford mustang i two-seater concept car,0.4
230,94,"pink is also associated with charm , politeness and sweetness .",charm,"Along with politeness and sweetness, what else is pink associated with?","According to surveys in Europe and the United States, pink is the color most often associated with charm, politeness, sensitivity, tenderness, sweetness, childhood, femininity and the romantic.","sensitivity, tenderness",0.0
231,94,"pink is also associated with charm , politeness and sweetness .",politeness,"Along with charm and sweetness, what else is pink associated with?","According to surveys in Europe and the United States, pink is the color most often associated with charm, politeness, sensitivity, tenderness, sweetness, childhood, femininity and the romantic.",politeness,1.0
232,94,"pink is also associated with charm , politeness and sweetness .",sweetness,"Along with charm and politeness, what else is pink associated with?","According to surveys in Europe and the United States, pink is the color most often associated with charm, politeness, sensitivity, tenderness, sweetness, childhood, femininity and the romantic.",sensitivity,0.0
233,95,"i am not sure , but i do know that he was banned in the olympics .",olympics,When was he banned?,"However, in 2012, he was banned from sanctioned Olympic sports for life as a result of long-term doping offenses.",2012,0.0
234,95,"i am not sure , but i do know that he was banned in the olympics .",the olympics,Where was he banned?,"However, in 2012, he was banned from sanctioned Olympic sports for life as a result of long-term doping offenses.",sanctioned olympic sports,0.0
235,96,hollywood is located in the central region of los angeles .,hollywood,What is located in the central region of los angeles?,"Hollywood ( ) is a neighborhood in the central region of Los Angeles, California.",hollywood,1.0
236,96,hollywood is located in the central region of los angeles .,los angeles,Where is hollywood located?,"Hollywood ( ) is a neighborhood in the central region of Los Angeles, California.","los angeles, california",0.8
237,96,hollywood is located in the central region of los angeles .,the central region,Where is Hollywood located in los angeles?,"Hollywood ( ) is a neighborhood in the central region of Los Angeles, California.",central region,1.0
238,97,"i am not sure , but it is cultivated in over 70 countries .",70,Over how many countries is it grown?,"Coffee plants are now cultivated in over 70 countries, primarily in the equatorial regions of the Americas, Southeast Asia, India, and Africa.",70,1.0
239,98,i ' m not sure but i do know that they are suited for suburban or country environments .,NO_Q,NO_Q,Golden Retrievers are well suited to residency in suburban or country environments.,NO_Q,-1.0
240,99,heavy metal lyrics are associated with aggression and machismo .,heavy metal lyrics,What is associated with aggression and machismo?,Heavy metal lyrics and performance styles are sometimes associated with aggression and machismo.,heavy metal lyrics and performance styles,0.6666666666666666
241,99,heavy metal lyrics are associated with aggression and machismo .,aggression,"Along with machismo, what are heavy metal lyrics associated with?",Heavy metal lyrics and performance styles are sometimes associated with aggression and machismo.,aggression,1.0
242,99,heavy metal lyrics are associated with aggression and machismo .,machismo,Heavy metal lyrics are associated with aggression and what?,Heavy metal lyrics and performance styles are sometimes associated with aggression and machismo.,machismo,1.0
243,100,have you ever seen a unicorn ? it is a legendary creature with a spiraling horn .,you,Who has ever seen a unicorn?,"The unicorn is a legendary creature that has been described since antiquity as a beast with a single large, pointed, spiraling horn projecting from its forehead.",[CLS],0.0
244,100,have you ever seen a unicorn ? it is a legendary creature with a spiraling horn .,a unicorn,What is a legendary creature with a spiraling horn?,"The unicorn is a legendary creature that has been described since antiquity as a beast with a single large, pointed, spiraling horn projecting from its forehead.",the unicorn,1.0
245,100,have you ever seen a unicorn ? it is a legendary creature with a spiraling horn .,a spiraling horn,What does a unicorn have?,"The unicorn is a legendary creature that has been described since antiquity as a beast with a single large, pointed, spiraling horn projecting from its forehead.","a single large, pointed, spiraling horn",0.5714285714285715
246,101,the history of pizza goes back to ancient times .,the history,What goes back to the ancient times of pizza?,"The history of pizza begins in antiquity, when various ancient cultures produced flatbreads with toppings.",flatbreads with toppings,0.0
247,101,the history of pizza goes back to ancient times .,pizza,What food goes back to ancient times?,"The history of pizza begins in antiquity, when various ancient cultures produced flatbreads with toppings.",pizza,1.0
248,101,the history of pizza goes back to ancient times .,ancient times,The history of pizza goes back to what time?,"The history of pizza begins in antiquity, when various ancient cultures produced flatbreads with toppings.",antiquity,0.0
249,102,it ' s one of the four largest ballet companies in the world .,four,How many ballet companies are there in the world?,"The largest of the four major ballet companies in Great Britain, the Royal Ballet was founded in 1931 by Dame Ninette de Valois, it became the resident ballet company of the Royal Opera House in 1946 and was granted a royal charter in 1956, becoming recognised as Britain's flagship ballet company.",[CLS],0.0
250,102,it ' s one of the four largest ballet companies in the world .,the world,The company is one of the largest in what area?,"The largest of the four major ballet companies in Great Britain, the Royal Ballet was founded in 1931 by Dame Ninette de Valois, it became the resident ballet company of the Royal Opera House in 1946 and was granted a royal charter in 1956, becoming recognised as Britain's flagship ballet company.",great britain,0.0
251,103,i love mcdonalds ! it was founded in 1940 by richard and maurice mcdonald .,1940,When was mcdonalds founded?,"McDonald's is a fast food company that was founded in 1940 as a restaurant operated by Richard and Maurice McDonald, in San Bernardino, California, United States.",1940,1.0
252,103,i love mcdonalds ! it was founded in 1940 by richard and maurice mcdonald .,mcdonalds,What restaurant was founded in 1940?,"McDonald's is a fast food company that was founded in 1940 as a restaurant operated by Richard and Maurice McDonald, in San Bernardino, California, United States.",mcdonald's,1.0
253,104,the history of brewing dates back to 2500 bc !,2500 bc,The history of brewing dates back to when?,"The commercial brewing of beer has taken place since at least 2500 BC; in ancient Mesopotamia, brewers derived social sanction and divine protection from the goddess Ninkasi.",2500 bc,1.0
254,105,i am not sure but i do know they were invented in the late 19th century .,the late 19th century,When were they invented?,"The first headphones were developed in the late 19th century for use by telephone operators, to keep their hands free.",late 19th century,1.0
255,106,the golden arches logo was first used in 1953 in phoenix arizona .,1953,When was the golden arches logo first used?,"The first time a McDonald's franchise used the Golden Arches logo was in 1953 at a location in Phoenix, Arizona.",1953,1.0
256,106,the golden arches logo was first used in 1953 in phoenix arizona .,phoenix,In what city was the golden arches logo used?,"The first time a McDonald's franchise used the Golden Arches logo was in 1953 at a location in Phoenix, Arizona.",phoenix,1.0
257,106,the golden arches logo was first used in 1953 in phoenix arizona .,arizona,In what state was the golden arches logo first used?,"The first time a McDonald's franchise used the Golden Arches logo was in 1953 at a location in Phoenix, Arizona.",arizona,1.0
258,106,the golden arches logo was first used in 1953 in phoenix arizona .,the golden arches logo,What was first used in phoenix arizona?,"The first time a McDonald's franchise used the Golden Arches logo was in 1953 at a location in Phoenix, Arizona.",golden arches logo,1.0
259,106,the golden arches logo was first used in 1953 in phoenix arizona .,phoenix arizona,Where was the golden arches logo first used?,"The first time a McDonald's franchise used the Golden Arches logo was in 1953 at a location in Phoenix, Arizona.","phoenix, arizona",1.0
260,107,salsa dance has origins in puerto rican bomba and mambo .,puerto,In what city is salsa dance originated?,"The movements of salsa have origins in Puerto Rican bomba and plena, Cuban Son, cha-cha-cha, mambo and other dance forms.",puerto rican,0.6666666666666666
261,107,salsa dance has origins in puerto rican bomba and mambo .,origins,What does salsa have in puerto rican?,"The movements of salsa have origins in Puerto Rican bomba and plena, Cuban Son, cha-cha-cha, mambo and other dance forms.",origins,1.0
262,108,that ' s true . the first airplane was invented in 1903 .,first,What airplane was invented in 1903?,"The Wright brothers invented and flew the first airplane in 1903, recognized as ""the first sustained and controlled heavier-than-air powered flight"".",the first airplane,0.6666666666666666
